MiniDOT Logger Concatenated Data File,,,,,,,,,
Sensor:             7450-925764,,,,,,,,,
Concatenation Date: 2023Aug09 10:55:37 AST,,,,,,,,,
,,,,,,,,,
DO concentration compensated for salinity: 40.0 (ppt),,,,,,,,,
Saturation computed at elevation: 0.0 (meter),,,,,,,,,
,,,,,,,,,
            Unix Timestamp,               UTC_Date_&_Time,          Arabia Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q,,
1690230660,           2023-07-24 20:31:00,           2023-07-24 23:31:00,3.52,18.947,7.018357,95.897644,0.969,925764,control
1690231260,           2023-07-24 20:41:00,           2023-07-24 23:41:00,3.52,18.93,7.017352,95.853934,0.969,925764,control
1690231860,           2023-07-24 20:51:00,           2023-07-24 23:51:00,3.52,18.93,7.023657,95.940057,0.969,925764,control
1690232460,           2023-07-24 21:01:00,           2023-07-25 00:01:00,3.52,18.93,7.018928,95.875465,0.969,925764,control
1690233060,           2023-07-24 21:11:00,           2023-07-25 00:11:00,3.52,18.922,7.011733,95.763089,0.968,925764,control
1690233660,           2023-07-24 21:21:00,           2023-07-25 00:21:00,3.52,18.914,7.013995,95.779886,0.968,925764,control
1690234260,           2023-07-24 21:31:00,           2023-07-25 00:31:00,3.52,18.93,7.010259,95.757047,0.968,925764,control
1690234860,           2023-07-24 21:41:00,           2023-07-25 00:41:00,3.52,18.939,7.014314,95.828305,0.969,925764,control
1690235460,           2023-07-24 21:51:00,           2023-07-25 00:51:00,3.52,18.922,7.016462,95.82767,0.969,925764,control
1690236060,           2023-07-24 22:01:00,           2023-07-25 01:01:00,3.52,18.939,7.004069,95.688331,0.968,925764,control
1690236660,           2023-07-24 22:11:00,           2023-07-25 01:11:00,3.52,18.922,7.010945,95.752326,0.968,925764,control
1690237260,           2023-07-24 22:21:00,           2023-07-25 01:21:00,3.52,18.939,7.005645,95.709865,0.968,925764,control
1690237860,           2023-07-24 22:31:00,           2023-07-25 01:31:00,3.52,18.914,7.004538,95.650745,0.968,925764,control
1690238460,           2023-07-24 22:41:00,           2023-07-25 01:41:00,3.52,18.914,7.015571,95.80141,0.969,925764,control
1690239060,           2023-07-24 22:51:00,           2023-07-25 01:51:00,3.52,18.897,7.009838,95.693174,0.968,925764,control
1690239660,           2023-07-24 23:01:00,           2023-07-25 02:01:00,3.52,18.897,7.009838,95.693174,0.968,925764,control
1690240260,           2023-07-24 23:11:00,           2023-07-25 02:11:00,3.51,18.888,7.005783,95.621975,0.968,925764,control
1690240860,           2023-07-24 23:21:00,           2023-07-25 02:21:00,3.52,18.88,7.014349,95.7248,0.968,925764,control
1690241460,           2023-07-24 23:31:00,           2023-07-25 02:31:00,3.52,18.872,7.021339,95.806081,0.969,925764,control
1690242060,           2023-07-24 23:41:00,           2023-07-25 02:41:00,3.51,18.872,7.015823,95.730812,0.968,925764,control
1690242660,           2023-07-24 23:51:00,           2023-07-25 02:51:00,3.52,18.897,7.009838,95.693174,0.968,925764,control
1690243260,           2023-07-25 00:01:00,           2023-07-25 03:01:00,3.52,18.88,7.011985,95.692536,0.968,925764,control
1690243860,           2023-07-25 00:11:00,           2023-07-25 03:11:00,3.52,18.88,7.007257,95.62801,0.968,925764,control
1690244460,           2023-07-25 00:21:00,           2023-07-25 03:21:00,3.51,18.888,7.015239,95.751049,0.968,925764,control
1690245060,           2023-07-25 00:31:00,           2023-07-25 03:31:00,3.52,18.888,7.01918,95.804829,0.968,925764,control
1690245660,           2023-07-25 00:41:00,           2023-07-25 03:41:00,3.51,18.888,7.011299,95.697268,0.968,925764,control
1690246260,           2023-07-25 00:51:00,           2023-07-25 03:51:00,3.51,18.888,7.016815,95.772561,0.969,925764,control
1690246860,           2023-07-25 01:01:00,           2023-07-25 04:01:00,3.51,18.88,7.015925,95.746308,0.968,925764,control
1690247460,           2023-07-25 01:11:00,           2023-07-25 04:11:00,3.51,18.88,7.020653,95.810835,0.968,925764,control
1690248060,           2023-07-25 01:21:00,           2023-07-25 04:21:00,3.51,18.88,7.013561,95.714045,0.968,925764,control
1690248660,           2023-07-25 01:31:00,           2023-07-25 04:31:00,3.51,18.872,7.014247,95.709307,0.968,925764,control
1690249260,           2023-07-25 01:41:00,           2023-07-25 04:41:00,3.51,18.855,7.026638,95.84837,0.969,925764,control
1690249860,           2023-07-25 01:51:00,           2023-07-25 04:51:00,3.51,18.88,7.015925,95.746308,0.968,925764,control
1690250460,           2023-07-25 02:01:00,           2023-07-25 05:01:00,3.51,18.872,7.021339,95.806081,0.968,925764,control
1690251060,           2023-07-25 02:11:00,           2023-07-25 05:11:00,3.51,18.872,7.021339,95.806081,0.968,925764,control
1690251660,           2023-07-25 02:21:00,           2023-07-25 05:21:00,3.51,18.846,7.018642,95.723442,0.968,925764,control
1690252260,           2023-07-25 02:31:00,           2023-07-25 05:31:00,3.51,18.872,7.022127,95.816834,0.968,925764,control
1690252860,           2023-07-25 02:41:00,           2023-07-25 05:41:00,3.51,18.855,7.024274,95.816124,0.968,925764,control
1690253460,           2023-07-25 02:51:00,           2023-07-25 05:51:00,3.51,18.855,7.022698,95.794626,0.968,925764,control
1690254060,           2023-07-25 03:01:00,           2023-07-25 06:01:00,3.51,18.872,7.017399,95.752318,0.968,925764,control
1690254660,           2023-07-25 03:11:00,           2023-07-25 06:11:00,3.51,18.855,7.02191,95.783877,0.968,925764,control
1690255260,           2023-07-25 03:21:00,           2023-07-25 06:21:00,3.51,18.838,7.03036,95.86912,0.968,925764,control
1690255860,           2023-07-25 03:31:00,           2023-07-25 06:31:00,3.51,18.863,7.029104,95.896142,0.969,925764,control
1690256460,           2023-07-25 03:41:00,           2023-07-25 06:41:00,3.51,18.838,7.027996,95.836884,0.968,925764,control
1690257060,           2023-07-25 03:51:00,           2023-07-25 06:51:00,3.51,18.846,7.03125,95.895394,0.968,925764,control
1690257660,           2023-07-25 04:01:00,           2023-07-25 07:01:00,3.51,18.855,7.032942,95.934362,0.969,925764,control
1690258260,           2023-07-25 04:11:00,           2023-07-25 07:11:00,3.51,18.838,7.024056,95.783158,0.968,925764,control
1690258860,           2023-07-25 04:21:00,           2023-07-25 07:21:00,3.51,18.846,7.02731,95.841659,0.968,925764,control
1690259460,           2023-07-25 04:31:00,           2023-07-25 07:31:00,3.51,18.838,7.03036,95.86912,0.968,925764,control
1690260060,           2023-07-25 04:41:00,           2023-07-25 07:41:00,3.51,18.829,7.028669,95.830166,0.968,925764,control
1690260660,           2023-07-25 04:51:00,           2023-07-25 07:51:00,3.51,18.829,7.029456,95.840909,0.968,925764,control
1690261260,           2023-07-25 05:01:00,           2023-07-25 08:01:00,3.51,18.838,7.029572,95.858375,0.968,925764,control
1690261860,           2023-07-25 05:11:00,           2023-07-25 08:11:00,3.51,18.846,7.032826,95.916888,0.969,925764,control
1690262460,           2023-07-25 05:21:00,           2023-07-25 08:21:00,3.51,18.872,7.023703,95.838339,0.968,925764,control
1690263060,           2023-07-25 05:31:00,           2023-07-25 08:31:00,3.51,18.855,7.034518,95.95586,0.969,925764,control
1690263660,           2023-07-25 05:41:00,           2023-07-25 08:41:00,3.51,18.855,7.026638,95.84837,0.968,925764,control
1690264260,           2023-07-25 05:51:00,           2023-07-25 08:51:00,3.52,19.241,6.977153,95.850262,0.968,925764,control
1690264860,           2023-07-25 06:01:00,           2023-07-25 09:01:00,3.51,19.887,6.888943,95.758411,0.968,925764,control
1690265460,           2023-07-25 06:11:00,           2023-07-25 09:11:00,3.51,20.557,6.81019,95.813936,0.968,925764,control
1690266060,           2023-07-25 06:21:00,           2023-07-25 09:21:00,3.51,21.67,6.674528,95.782243,0.968,925764,control
1690266660,           2023-07-25 06:31:00,           2023-07-25 09:31:00,3.51,22.482,6.584672,95.847127,0.968,925764,control
1690267260,           2023-07-25 06:41:00,           2023-07-25 09:41:00,3.51,24.57,6.372003,96.13534,0.969,925764,control
1690267860,           2023-07-25 06:51:00,           2023-07-25 09:51:00,3.5,28.443,6.005679,96.581333,0.971,925764,control
1690268460,           2023-07-25 07:01:00,           2023-07-25 10:01:00,3.51,29.809,5.884729,96.721391,0.97,925764,control
1690269060,           2023-07-25 07:11:00,           2023-07-25 10:11:00,3.5,30.64,5.817159,96.87103,0.97,925764,control
1690269660,           2023-07-25 07:21:00,           2023-07-25 10:21:00,3.5,31.397,5.754329,96.964833,0.969,925764,control
1690270260,           2023-07-25 07:31:00,           2023-07-25 10:31:00,3.5,32.289,5.640009,96.36101,0.967,925764,control
1690270860,           2023-07-25 07:41:00,           2023-07-25 10:41:00,3.5,34.448,5.336157,94.226126,0.962,925764,control
1690271460,           2023-07-25 07:51:00,           2023-07-25 10:51:00,3.5,34.234,6.183088,108.827996,0.965,925764,control
1690272060,           2023-07-25 08:01:00,           2023-07-25 11:01:00,3.5,34.136,6.267832,110.155736,0.965,925764,control
1690272660,           2023-07-25 08:11:00,           2023-07-25 11:11:00,3.51,34.27,6.440929,113.428098,0.966,925764,control
1690273260,           2023-07-25 08:21:00,           2023-07-25 11:21:00,3.51,34.43,6.609472,116.678592,0.966,925764,control
1690273860,           2023-07-25 08:31:00,           2023-07-25 11:31:00,3.51,34.555,6.66954,117.961813,0.965,925764,control
1690274460,           2023-07-25 08:41:00,           2023-07-25 11:41:00,3.51,34.573,6.799735,120.297259,0.964,925764,control
1690275060,           2023-07-25 08:51:00,           2023-07-25 11:51:00,3.51,34.707,6.857503,121.565105,0.965,925764,control
1690275660,           2023-07-25 09:01:00,           2023-07-25 12:01:00,3.51,34.859,6.905758,122.701672,0.964,925764,control
1690276260,           2023-07-25 09:11:00,           2023-07-25 12:11:00,3.51,34.967,6.977865,124.18488,0.963,925764,control
1690276860,           2023-07-25 09:21:00,           2023-07-25 12:21:00,3.51,35.065,7.039389,125.464904,0.964,925764,control
1690277460,           2023-07-25 09:31:00,           2023-07-25 12:31:00,3.51,34.841,6.844188,121.574676,0.965,925764,control
1690278060,           2023-07-25 09:41:00,           2023-07-25 12:41:00,3.52,34.689,6.744247,119.524889,0.967,925764,control
1690278660,           2023-07-25 09:51:00,           2023-07-25 12:51:00,3.52,34.662,6.811048,120.659545,0.964,925764,control
1690279260,           2023-07-25 10:01:00,           2023-07-25 13:01:00,3.52,34.609,6.751601,119.510706,0.966,925764,control
1690279860,           2023-07-25 10:11:00,           2023-07-25 13:11:00,3.52,34.636,6.688035,118.433814,0.966,925764,control
1690280460,           2023-07-25 10:21:00,           2023-07-25 13:21:00,3.52,34.636,6.653302,117.818759,0.967,925764,control
1690281060,           2023-07-25 10:31:00,           2023-07-25 13:31:00,3.52,34.653,6.532291,115.705565,0.965,925764,control
1690281660,           2023-07-25 10:41:00,           2023-07-25 13:41:00,3.52,34.788,6.6797,118.558011,0.966,925764,control
1690282260,           2023-07-25 10:51:00,           2023-07-25 13:51:00,3.52,34.922,7.016232,124.783051,0.961,925764,control
1690282860,           2023-07-25 11:01:00,           2023-07-25 14:01:00,3.52,35.083,7.04764,125.646003,0.964,925764,control
1690283460,           2023-07-25 11:11:00,           2023-07-25 14:11:00,3.52,35.146,7.045804,125.732455,0.965,925764,control
1690284060,           2023-07-25 11:21:00,           2023-07-25 14:21:00,3.52,35.217,7.133771,127.438263,0.964,925764,control
1690284660,           2023-07-25 11:31:00,           2023-07-25 14:31:00,3.52,35.388,7.23807,129.634229,0.965,925764,control
1690285260,           2023-07-25 11:41:00,           2023-07-25 14:41:00,3.53,35.532,7.431915,133.394066,0.966,925764,control
1690285860,           2023-07-25 11:51:00,           2023-07-25 14:51:00,3.53,35.586,7.413033,133.162996,0.964,925764,control
1690286460,           2023-07-25 12:01:00,           2023-07-25 15:01:00,3.53,35.631,7.503249,134.874564,0.965,925764,control
1690287060,           2023-07-25 12:11:00,           2023-07-25 15:11:00,3.53,35.82,7.70898,138.965653,0.963,925764,control
1690287660,           2023-07-25 12:21:00,           2023-07-25 15:21:00,3.53,35.73,7.620708,137.189359,0.962,925764,control
1690288260,           2023-07-25 12:31:00,           2023-07-25 15:31:00,3.53,35.865,8.054898,145.299199,0.962,925764,control
1690288860,           2023-07-25 12:41:00,           2023-07-25 15:41:00,3.53,35.982,7.993825,144.450174,0.962,925764,control
1690289460,           2023-07-25 12:51:00,           2023-07-25 15:51:00,3.53,35.91,7.909735,142.776785,0.962,925764,control
1690290060,           2023-07-25 13:01:00,           2023-07-25 16:01:00,3.53,35.937,8.015201,144.738983,0.964,925764,control
1690290660,           2023-07-25 13:11:00,           2023-07-25 16:11:00,3.53,35.712,7.789585,140.191703,0.964,925764,control
1690291260,           2023-07-25 13:21:00,           2023-07-25 16:21:00,3.53,35.631,7.584938,136.342962,0.965,925764,control
1690291860,           2023-07-25 13:31:00,           2023-07-25 16:31:00,3.53,35.55,7.530754,135.204627,0.963,925764,control
1690292460,           2023-07-25 13:41:00,           2023-07-25 16:41:00,3.53,35.397,7.336799,131.420243,0.964,925764,control
1690293060,           2023-07-25 13:51:00,           2023-07-25 16:51:00,3.53,35.262,7.351658,131.419512,0.964,925764,control
1690293660,           2023-07-25 14:01:00,           2023-07-25 17:01:00,3.53,35.298,8.232406,147.243582,0.954,925764,control
1690294260,           2023-07-25 14:11:00,           2023-07-25 17:11:00,3.53,35.379,8.150009,145.94737,0.955,925764,control
1690294860,           2023-07-25 14:21:00,           2023-07-25 17:21:00,3.53,35.334,8.081611,144.62472,0.957,925764,control
1690295460,           2023-07-25 14:31:00,           2023-07-25 17:31:00,3.53,35.298,8.161262,145.971124,0.961,925764,control
1690296060,           2023-07-25 14:41:00,           2023-07-25 17:41:00,3.53,35.316,8.193795,146.592658,0.962,925764,control
1690296660,           2023-07-25 14:51:00,           2023-07-25 17:51:00,3.53,35.146,7.926025,141.439997,0.962,925764,control
1690297260,           2023-07-25 15:01:00,           2023-07-25 18:01:00,3.53,35.101,7.855235,140.081842,0.964,925764,control
1690297860,           2023-07-25 15:11:00,           2023-07-25 18:11:00,3.53,34.975,7.366635,131.119618,0.963,925764,control
1690298460,           2023-07-25 15:21:00,           2023-07-25 18:21:00,3.53,34.886,7.239713,128.687764,0.963,925764,control
1690299060,           2023-07-25 15:31:00,           2023-07-25 18:31:00,3.53,34.958,7.370508,131.154963,0.965,925764,control
1690299660,           2023-07-25 15:41:00,           2023-07-25 18:41:00,3.54,34.931,7.379132,131.254992,0.967,925764,control
1690300260,           2023-07-25 15:51:00,           2023-07-25 18:51:00,3.54,34.868,7.366392,130.903992,0.967,925764,control
1690300860,           2023-07-25 16:01:00,           2023-07-25 19:01:00,3.54,34.707,7.107116,125.990081,0.967,925764,control
1690301460,           2023-07-25 16:11:00,           2023-07-25 19:11:00,3.54,34.573,6.971768,123.340769,0.967,925764,control
1690302060,           2023-07-25 16:21:00,           2023-07-25 19:21:00,3.54,34.582,7.140656,126.345837,0.968,925764,control
1690302660,           2023-07-25 16:31:00,           2023-07-25 19:31:00,3.54,34.475,6.922397,122.285971,0.97,925764,control
1690303260,           2023-07-25 16:41:00,           2023-07-25 19:41:00,3.54,34.279,6.636385,116.886118,0.969,925764,control
1690303860,           2023-07-25 16:51:00,           2023-07-25 19:51:00,3.54,34.136,6.35743,111.730402,0.97,925764,control
1690304460,           2023-07-25 17:01:00,           2023-07-25 20:01:00,3.54,34.047,5.998315,105.276745,0.968,925764,control
1690305060,           2023-07-25 17:11:00,           2023-07-25 20:11:00,3.54,33.994,5.984164,104.943895,0.969,925764,control
1690305660,           2023-07-25 17:21:00,           2023-07-25 20:21:00,3.54,33.95,5.863566,102.760262,0.969,925764,control
1690306260,           2023-07-25 17:31:00,           2023-07-25 20:31:00,3.54,33.914,6.023862,105.511744,0.971,925764,control
1690306860,           2023-07-25 17:41:00,           2023-07-25 20:41:00,3.54,33.861,5.887871,103.046711,0.972,925764,control
1690307460,           2023-07-25 17:51:00,           2023-07-25 20:51:00,3.54,33.754,5.653856,98.790166,0.971,925764,control
1690308060,           2023-07-25 18:01:00,           2023-07-25 21:01:00,3.54,33.692,5.300042,92.520584,0.97,925764,control
1690308660,           2023-07-25 18:11:00,           2023-07-25 21:11:00,3.54,33.692,5.351671,93.42185,0.972,925764,control
1690309260,           2023-07-25 18:21:00,           2023-07-25 21:21:00,3.54,33.683,5.460509,95.308724,0.972,925764,control
1690309860,           2023-07-25 18:31:00,           2023-07-25 21:31:00,3.54,33.657,5.460315,95.267609,0.972,925764,control
1690310460,           2023-07-25 18:41:00,           2023-07-25 21:41:00,3.54,33.701,5.547768,96.858306,0.973,925764,control
1690311060,           2023-07-25 18:51:00,           2023-07-25 21:51:00,3.54,33.728,5.556847,97.056695,0.973,925764,control
1690311660,           2023-07-25 19:01:00,           2023-07-25 22:01:00,3.54,33.754,5.730499,100.129359,0.973,925764,control
1690312260,           2023-07-25 19:11:00,           2023-07-25 22:11:00,3.54,33.754,5.816824,101.637713,0.973,925764,control
1690312860,           2023-07-25 19:21:00,           2023-07-25 22:21:00,3.54,33.745,5.81998,101.678924,0.973,925764,control
1690313460,           2023-07-25 19:31:00,           2023-07-25 22:31:00,3.54,33.719,5.829454,101.80415,0.973,925764,control
1690314060,           2023-07-25 19:41:00,           2023-07-25 22:41:00,3.54,33.674,5.863784,102.333529,0.974,925764,control
1690314660,           2023-07-25 19:51:00,           2023-07-25 22:51:00,3.54,33.63,5.83278,101.724243,0.973,925764,control
1690315260,           2023-07-25 20:01:00,           2023-07-25 23:01:00,3.54,33.621,5.804476,101.216745,0.974,925764,control
1690315860,           2023-07-25 20:11:00,           2023-07-25 23:11:00,3.54,33.586,5.788067,100.876784,0.973,925764,control
1690316460,           2023-07-25 20:21:00,           2023-07-25 23:21:00,3.54,33.603,5.683343,99.077274,0.973,925764,control
1690317060,           2023-07-25 20:31:00,           2023-07-25 23:31:00,3.54,33.666,5.462803,95.324069,0.973,925764,control
1690317660,           2023-07-25 20:41:00,           2023-07-25 23:41:00,3.54,33.719,5.53419,96.647726,0.973,925764,control
1690318260,           2023-07-25 20:51:00,           2023-07-25 23:51:00,3.54,33.745,5.65298,98.761328,0.974,925764,control
1690318860,           2023-07-25 21:01:00,           2023-07-26 00:01:00,3.54,33.754,5.723239,100.002488,0.973,925764,control
1690319460,           2023-07-25 21:11:00,           2023-07-26 00:11:00,3.54,33.781,5.594361,97.790772,0.973,925764,control
1690320060,           2023-07-25 21:21:00,           2023-07-26 00:21:00,3.54,33.852,5.314107,92.992252,0.972,925764,control
1690320660,           2023-07-25 21:31:00,           2023-07-26 00:31:00,3.54,33.781,5.179665,90.541787,0.973,925764,control
1690321260,           2023-07-25 21:41:00,           2023-07-26 00:41:00,3.54,33.621,5.164822,90.062649,0.973,925764,control
