Plot Title: 21661325,,,,,,,
#,"Date Time, GMT+03:00","DO conc, mg/L (LGR S/N: 21661325, SEN S/N: 21661325)","Temp, °C (LGR S/N: 21661325, SEN S/N: 21661325)",,,Stopped (LGR S/N: 21661325),End Of File (LGR S/N: 21661325)
1958,8/1/2023 5:05,3.01,32.06,21661325,control,,
1959,8/1/2023 5:10,3,32.02,21661325,control,,
1960,8/1/2023 5:15,2.95,32,21661325,control,,
1961,8/1/2023 5:20,2.87,31.94,21661325,control,,
1962,8/1/2023 5:25,2.63,31.9,21661325,control,,
1963,8/1/2023 5:30,2.54,31.86,21661325,control,,
1964,8/1/2023 5:35,2.53,31.86,21661325,control,,
1965,8/1/2023 5:40,2.5,31.86,21661325,control,,
1966,8/1/2023 5:45,2.53,31.88,21661325,control,,
1967,8/1/2023 5:50,2.64,31.9,21661325,control,,
1968,8/1/2023 5:55,2.73,31.96,21661325,control,,
1969,8/1/2023 6:00,2.94,32,21661325,control,,
1970,8/1/2023 6:05,3.07,32.08,21661325,control,,
1971,8/1/2023 6:10,3.3,32.2,21661325,control,,
1972,8/1/2023 6:15,3.6,32.32,21661325,control,,
1973,8/1/2023 6:20,3.58,32.44,21661325,control,,
1974,8/1/2023 6:25,3.71,32.52,21661325,control,,
1975,8/1/2023 6:30,3.91,32.72,21661325,control,,
1976,8/1/2023 6:35,3.77,32.72,21661325,control,,
1977,8/1/2023 6:40,3.86,32.84,21661325,control,,
1978,8/1/2023 6:45,3.98,32.98,21661325,control,,
1979,8/1/2023 6:50,4.43,33.24,21661325,control,,
1980,8/1/2023 6:55,5.05,33.34,21661325,control,,
1981,8/1/2023 7:00,5.1,33.4,21661325,control,,
1982,8/1/2023 7:05,5.89,33.48,21661325,control,,
1983,8/1/2023 7:10,5.99,33.56,21661325,control,,
1984,8/1/2023 7:15,6.19,33.62,21661325,control,,
1985,8/1/2023 7:20,5.94,33.66,21661325,control,,
1986,8/1/2023 7:25,6.48,33.72,21661325,control,,
1987,8/1/2023 7:30,5.94,33.76,21661325,control,,
1988,8/1/2023 7:35,6.28,33.76,21661325,control,,
1989,8/1/2023 7:40,6.43,33.78,21661325,control,,
1990,8/1/2023 7:45,6.4,33.78,21661325,control,,
1991,8/1/2023 7:50,6.28,33.78,21661325,control,,
1992,8/1/2023 7:55,6.68,33.82,21661325,control,,
1993,8/1/2023 8:00,6.81,33.84,21661325,control,,
1994,8/1/2023 8:05,6.85,33.84,21661325,control,,
1995,8/1/2023 8:10,6.88,33.86,21661325,control,,
1996,8/1/2023 8:15,6.91,33.88,21661325,control,,
1997,8/1/2023 8:20,6.99,33.9,21661325,control,,
1998,8/1/2023 8:25,7.06,33.92,21661325,control,,
1999,8/1/2023 8:30,7.07,33.96,21661325,control,,
2000,8/1/2023 8:35,7.13,33.98,21661325,control,,
2001,8/1/2023 8:40,7.12,33.98,21661325,control,,
2002,8/1/2023 8:45,7.16,34.04,21661325,control,,
2003,8/1/2023 8:50,7.18,34.06,21661325,control,,
2004,8/1/2023 8:55,7.24,34.12,21661325,control,,
2005,8/1/2023 9:00,7.3,34.14,21661325,control,,
2006,8/1/2023 9:05,7.28,34.12,21661325,control,,
2007,8/1/2023 9:10,7.34,34.12,21661325,control,,
2008,8/1/2023 9:15,7.19,34.06,21661325,control,,
2009,8/1/2023 9:20,7.22,34.08,21661325,control,,
2010,8/1/2023 9:25,7.35,34.08,21661325,control,,
2011,8/1/2023 9:30,7.2,34.06,21661325,control,,
2012,8/1/2023 9:35,7.34,34.06,21661325,control,,
2013,8/1/2023 9:40,7.34,34.1,21661325,control,,
2014,8/1/2023 9:45,7.27,34.12,21661325,control,,
2015,8/1/2023 9:50,7.32,34.12,21661325,control,,
2016,8/1/2023 9:55,7.39,34.08,21661325,control,,
2017,8/1/2023 10:00,7.82,34.12,21661325,control,,
2018,8/1/2023 10:05,8.01,34.22,21661325,control,,
2019,8/1/2023 10:10,8.07,34.28,21661325,control,,
2020,8/1/2023 10:15,8.17,34.34,21661325,control,,
2021,8/1/2023 10:20,8.35,34.4,21661325,control,,
2022,8/1/2023 10:25,8.5,34.48,21661325,control,,
2023,8/1/2023 10:30,8.87,34.58,21661325,control,,
2024,8/1/2023 10:35,8.81,34.66,21661325,control,,
2025,8/1/2023 10:40,8.81,34.72,21661325,control,,
2026,8/1/2023 10:45,9.01,34.8,21661325,control,,
2027,8/1/2023 10:50,8.8,34.86,21661325,control,,
2028,8/1/2023 10:55,8.91,34.92,21661325,control,,
2029,8/1/2023 11:00,9,34.98,21661325,control,,
2030,8/1/2023 11:05,9.3,35.06,21661325,control,,
2031,8/1/2023 11:10,9.4,35.14,21661325,control,,
2032,8/1/2023 11:15,9.18,35.2,21661325,control,,
2033,8/1/2023 11:20,9.23,35.24,21661325,control,,
2034,8/1/2023 11:25,9.5,35.32,21661325,control,,
2035,8/1/2023 11:30,9.81,35.44,21661325,control,,
2036,8/1/2023 11:35,9.45,35.5,21661325,control,,
2037,8/1/2023 11:40,9.45,35.52,21661325,control,,
2038,8/1/2023 11:45,9.52,35.58,21661325,control,,
2039,8/1/2023 11:50,9.74,35.64,21661325,control,,
2040,8/1/2023 11:55,9.74,35.74,21661325,control,,
2041,8/1/2023 12:00,9.78,35.82,21661325,control,,
2042,8/1/2023 12:05,10.18,35.92,21661325,control,,
2043,8/1/2023 12:10,10.06,35.98,21661325,control,,
2044,8/1/2023 12:15,10.22,36.06,21661325,control,,
2045,8/1/2023 12:20,10.09,36.1,21661325,control,,
2046,8/1/2023 12:25,10.19,36.16,21661325,control,,
2047,8/1/2023 12:30,10.16,36.2,21661325,control,,
2048,8/1/2023 12:35,10.05,36.24,21661325,control,,
2049,8/1/2023 12:40,10.2,36.3,21661325,control,,
2050,8/1/2023 12:45,10.12,36.32,21661325,control,,
2051,8/1/2023 12:50,10.01,36.34,21661325,control,,
2052,8/1/2023 12:55,9.79,36.28,21661325,control,,
2053,8/1/2023 13:00,9.83,36.22,21661325,control,,
2054,8/1/2023 13:05,9.83,36.14,21661325,control,,
2055,8/1/2023 13:10,9.79,36.16,21661325,control,,
2056,8/1/2023 13:15,9.88,36.22,21661325,control,,
2057,8/1/2023 13:20,9.9,36.34,21661325,control,,
2058,8/1/2023 13:25,9.93,36.38,21661325,control,,
2059,8/1/2023 13:30,10.16,36.42,21661325,control,,
2060,8/1/2023 13:35,10.07,36.48,21661325,control,,
2061,8/1/2023 13:40,10.06,36.62,21661325,control,,
2062,8/1/2023 13:45,10.16,36.64,21661325,control,,
2063,8/1/2023 13:50,10.16,36.74,21661325,control,,
2064,8/1/2023 13:55,10.2,36.78,21661325,control,,
2065,8/1/2023 14:00,10.27,36.76,21661325,control,,
2066,8/1/2023 14:05,10.25,36.8,21661325,control,,
2067,8/1/2023 14:10,10.19,36.8,21661325,control,,
2068,8/1/2023 14:15,10.44,36.86,21661325,control,,
2069,8/1/2023 14:20,10.44,36.88,21661325,control,,
2070,8/1/2023 14:25,10.36,36.82,21661325,control,,
2071,8/1/2023 14:30,10.47,36.8,21661325,control,,
2072,8/1/2023 14:35,10.61,36.82,21661325,control,,
2073,8/1/2023 14:40,10.67,36.86,21661325,control,,
2074,8/1/2023 14:45,10.57,36.9,21661325,control,,
2075,8/1/2023 14:50,10.77,36.9,21661325,control,,
2076,8/1/2023 14:55,10.8,36.96,21661325,control,,
2077,8/1/2023 15:00,10.74,36.98,21661325,control,,
2078,8/1/2023 15:05,10.57,36.94,21661325,control,,
2079,8/1/2023 15:10,10.56,36.88,21661325,control,,
2080,8/1/2023 15:15,10.61,36.84,21661325,control,,
2081,8/1/2023 15:20,10.2,36.72,21661325,control,,
2082,8/1/2023 15:25,10.2,36.66,21661325,control,,
2083,8/1/2023 15:30,10.23,36.62,21661325,control,,
2084,8/1/2023 15:35,10.29,36.62,21661325,control,,
2085,8/1/2023 15:40,10.2,36.64,21661325,control,,
2086,8/1/2023 15:45,10.29,36.66,21661325,control,,
2087,8/1/2023 15:50,10.53,36.72,21661325,control,,
2088,8/1/2023 15:55,10.62,36.74,21661325,control,,
2089,8/1/2023 16:00,10.73,36.8,21661325,control,,
2090,8/1/2023 16:05,10.92,36.88,21661325,control,,
2091,8/1/2023 16:10,10.95,36.92,21661325,control,,
2092,8/1/2023 16:15,10.91,36.86,21661325,control,,
2093,8/1/2023 16:20,10.8,36.78,21661325,control,,
2094,8/1/2023 16:25,10.65,36.64,21661325,control,,
2095,8/1/2023 16:30,10.57,36.5,21661325,control,,
2096,8/1/2023 16:35,10.51,36.4,21661325,control,,
2097,8/1/2023 16:40,10.32,36.28,21661325,control,,
2098,8/1/2023 16:45,9.81,36.16,21661325,control,,
2099,8/1/2023 16:50,9.89,36.06,21661325,control,,
2100,8/1/2023 16:55,10.16,35.96,21661325,control,,
2101,8/1/2023 17:00,10.08,35.84,21661325,control,,
2102,8/1/2023 17:05,10.04,35.78,21661325,control,,
2103,8/1/2023 17:10,10.06,35.76,21661325,control,,
2104,8/1/2023 17:15,9.99,35.7,21661325,control,,
2105,8/1/2023 17:20,9.96,35.64,21661325,control,,
2106,8/1/2023 17:25,9.88,35.58,21661325,control,,
2107,8/1/2023 17:30,9.7,35.48,21661325,control,,
2108,8/1/2023 17:35,9.57,35.34,21661325,control,,
2109,8/1/2023 17:40,9.57,35.26,21661325,control,,
2110,8/1/2023 17:45,9.6,35.2,21661325,control,,
2111,8/1/2023 17:50,9.45,35.14,21661325,control,,
2112,8/1/2023 17:55,9.37,35.08,21661325,control,,
2113,8/1/2023 18:00,9.37,35.02,21661325,control,,
2114,8/1/2023 18:05,9.37,35.02,21661325,control,,
2115,8/1/2023 18:10,9.3,34.96,21661325,control,,
2116,8/1/2023 18:15,9.26,34.88,21661325,control,,
2117,8/1/2023 18:20,9.2,34.8,21661325,control,,
2118,8/1/2023 18:25,9.17,34.74,21661325,control,,
2119,8/1/2023 18:30,9.12,34.68,21661325,control,,
2120,8/1/2023 18:35,9.09,34.66,21661325,control,,
2121,8/1/2023 18:40,9,34.62,21661325,control,,
2122,8/1/2023 18:45,8.98,34.58,21661325,control,,
2123,8/1/2023 18:50,8.92,34.54,21661325,control,,
2124,8/1/2023 18:55,8.85,34.46,21661325,control,,
2125,8/1/2023 19:00,8.8,34.38,21661325,control,,
2126,8/1/2023 19:05,8.8,34.34,21661325,control,,
2127,8/1/2023 19:10,8.72,34.3,21661325,control,,
2128,8/1/2023 19:15,8.62,34.24,21661325,control,,
2129,8/1/2023 19:20,8.56,34.2,21661325,control,,
2130,8/1/2023 19:25,8.45,34.14,21661325,control,,
2131,8/1/2023 19:30,8.38,34.1,21661325,control,,
2132,8/1/2023 19:35,8.32,34.06,21661325,control,,
2133,8/1/2023 19:40,8.26,34,21661325,control,,
2134,8/1/2023 19:45,8.19,33.96,21661325,control,,
2135,8/1/2023 19:50,8.1,33.92,21661325,control,,
2136,8/1/2023 19:55,8.02,33.86,21661325,control,,
2137,8/1/2023 20:00,7.91,33.8,21661325,control,,
2138,8/1/2023 20:05,7.86,33.76,21661325,control,,
2139,8/1/2023 20:10,7.81,33.72,21661325,control,,
2140,8/1/2023 20:15,7.78,33.66,21661325,control,,
2141,8/1/2023 20:20,7.74,33.64,21661325,control,,
2142,8/1/2023 20:25,7.67,33.62,21661325,control,,
2143,8/1/2023 20:30,7.61,33.62,21661325,control,,
2144,8/1/2023 20:35,7.67,33.6,21661325,control,,
2145,8/1/2023 20:40,7.56,33.58,21661325,control,,
2146,8/1/2023 20:45,7.52,33.56,21661325,control,,
2147,8/1/2023 20:50,7.45,33.52,21661325,control,,
2148,8/1/2023 20:55,7.39,33.48,21661325,control,,
2149,8/1/2023 21:00,7.54,33.48,21661325,control,,
2150,8/1/2023 21:05,7.52,33.5,21661325,control,,
2151,8/1/2023 21:10,7.29,33.46,21661325,control,,
2152,8/1/2023 21:15,7.24,33.44,21661325,control,,
2153,8/1/2023 21:20,7.08,33.4,21661325,control,,
2154,8/1/2023 21:25,7.07,33.38,21661325,control,,
2155,8/1/2023 21:30,7.14,33.38,21661325,control,,
2156,8/1/2023 21:35,6.94,33.36,21661325,control,,
2157,8/1/2023 21:40,6.95,33.32,21661325,control,,
2158,8/1/2023 21:45,7.04,33.3,21661325,control,,
2159,8/1/2023 21:50,7.15,33.32,21661325,control,,
2160,8/1/2023 21:55,7.05,33.32,21661325,control,,
2161,8/1/2023 22:00,6.9,33.3,21661325,control,,
2162,8/1/2023 22:05,6.89,33.3,21661325,control,,
2163,8/1/2023 22:10,6.55,33.26,21661325,control,,
2164,8/1/2023 22:15,6.4,33.22,21661325,control,,
2165,8/1/2023 22:20,6.36,33.2,21661325,control,,
2166,8/1/2023 22:25,6.25,33.16,21661325,control,,
2167,8/1/2023 22:30,6.08,33.12,21661325,control,,
2168,8/1/2023 22:35,5.88,33.08,21661325,control,,
2169,8/1/2023 22:40,5.78,33.02,21661325,control,,
2170,8/1/2023 22:45,5.69,32.98,21661325,control,,
2171,8/1/2023 22:50,5.56,32.92,21661325,control,,
2172,8/1/2023 22:55,5.46,32.9,21661325,control,,
2173,8/1/2023 23:00,5.26,32.88,21661325,control,,
2174,8/1/2023 23:05,5.13,32.86,21661325,control,,
2175,8/1/2023 23:10,5.04,32.84,21661325,control,,
2176,8/1/2023 23:15,4.94,32.8,21661325,control,,
2177,8/1/2023 23:20,4.9,32.76,21661325,control,,
2178,8/1/2023 23:25,4.85,32.76,21661325,control,,
2179,8/1/2023 23:30,5.02,32.76,21661325,control,,
2180,8/1/2023 23:35,5.05,32.76,21661325,control,,
2181,8/1/2023 23:40,5.1,32.76,21661325,control,,
2182,8/1/2023 23:45,5.19,32.76,21661325,control,,
2183,8/1/2023 23:50,5.33,32.76,21661325,control,,
2184,8/1/2023 23:55,5.4,32.76,21661325,control,,
2185,8/2/2023 0:00,5.56,32.78,21661325,control,,
2186,8/2/2023 0:05,5.55,32.78,21661325,control,,
2187,8/2/2023 0:10,5.42,32.78,21661325,control,,
2188,8/2/2023 0:15,5.45,32.78,21661325,control,,
2189,8/2/2023 0:20,5.3,32.76,21661325,control,,
2190,8/2/2023 0:25,5.25,32.74,21661325,control,,
2191,8/2/2023 0:30,5.22,32.72,21661325,control,,
2192,8/2/2023 0:35,4.97,32.7,21661325,control,,
2193,8/2/2023 0:40,4.85,32.7,21661325,control,,
2194,8/2/2023 0:45,4.66,32.68,21661325,control,,
2195,8/2/2023 0:50,4.61,32.68,21661325,control,,
2196,8/2/2023 0:55,4.48,32.66,21661325,control,,
2197,8/2/2023 1:00,4.42,32.66,21661325,control,,
2198,8/2/2023 1:05,4.32,32.66,21661325,control,,
2199,8/2/2023 1:10,4.57,32.66,21661325,control,,
2200,8/2/2023 1:15,4.26,32.66,21661325,control,,
2201,8/2/2023 1:20,4.67,32.72,21661325,control,,
2202,8/2/2023 1:25,4.46,32.76,21661325,control,,
2203,8/2/2023 1:30,4.58,32.8,21661325,control,,
2204,8/2/2023 1:35,4.55,32.8,21661325,control,,
2205,8/2/2023 1:40,4.55,32.8,21661325,control,,
2206,8/2/2023 1:45,4.52,32.84,21661325,control,,
2207,8/2/2023 1:50,4.48,32.84,21661325,control,,
2208,8/2/2023 1:55,4.56,32.88,21661325,control,,
2209,8/2/2023 2:00,4.49,32.94,21661325,control,,
2210,8/2/2023 2:05,4.76,32.98,21661325,control,,
2211,8/2/2023 2:10,5.12,33.06,21661325,control,,
2212,8/2/2023 2:15,5.24,33.12,21661325,control,,
2213,8/2/2023 2:20,5.31,33.2,21661325,control,,
2214,8/2/2023 2:25,4.95,33.2,21661325,control,,
2215,8/2/2023 2:30,4.03,33.06,21661325,control,,
2216,8/2/2023 2:35,3.96,32.96,21661325,control,,
2217,8/2/2023 2:40,3.96,32.72,21661325,control,,
2218,8/2/2023 2:45,3.8,32.56,21661325,control,,
2219,8/2/2023 2:50,3.62,32.44,21661325,control,,
2220,8/2/2023 2:55,3.38,32.34,21661325,control,,
2221,8/2/2023 3:00,3.24,32.32,21661325,control,,
2222,8/2/2023 3:05,3.17,32.28,21661325,control,,
2223,8/2/2023 3:10,3.08,32.28,21661325,control,,
2224,8/2/2023 3:15,3.61,32.5,21661325,control,,
2225,8/2/2023 3:20,4.25,32.72,21661325,control,,
2226,8/2/2023 3:25,3.82,32.76,21661325,control,,
2227,8/2/2023 3:30,4.64,32.94,21661325,control,,
2228,8/2/2023 3:35,4.2,32.92,21661325,control,,
2229,8/2/2023 3:40,4.63,32.94,21661325,control,,
2230,8/2/2023 3:45,4.73,33.06,21661325,control,,
2231,8/2/2023 3:50,4.07,32.94,21661325,control,,
2232,8/2/2023 3:55,3.31,32.56,21661325,control,,
2233,8/2/2023 4:00,3.17,32.4,21661325,control,,
2234,8/2/2023 4:05,3.06,32.32,21661325,control,,
2235,8/2/2023 4:10,3.11,32.28,21661325,control,,
2236,8/2/2023 4:15,3.07,32.28,21661325,control,,
2237,8/2/2023 4:20,3.07,32.28,21661325,control,,
2238,8/2/2023 4:25,3.14,32.32,21661325,control,,
2239,8/2/2023 4:30,3.26,32.38,21661325,control,,
2240,8/2/2023 4:35,3.09,32.46,21661325,control,,
2241,8/2/2023 4:40,3.93,32.74,21661325,control,,
2242,8/2/2023 4:45,3.96,32.94,21661325,control,,
2243,8/2/2023 4:50,4.62,33.1,21661325,control,,
2244,8/2/2023 4:55,4.81,33.22,21661325,control,,
2245,8/2/2023 5:00,4.8,33.28,21661325,control,,
2246,8/2/2023 5:05,4.91,33.36,21661325,control,,
2247,8/2/2023 5:10,4.14,33.4,21661325,control,,
2248,8/2/2023 5:15,4.49,33.48,21661325,control,,
2249,8/2/2023 5:20,4.66,33.48,21661325,control,,
2250,8/2/2023 5:25,5.13,33.54,21661325,control,,
2251,8/2/2023 5:30,5.31,33.5,21661325,control,,
2252,8/2/2023 5:35,5.48,33.6,21661325,control,,
2253,8/2/2023 5:40,5.55,33.64,21661325,control,,
2254,8/2/2023 5:45,5.54,33.68,21661325,control,,
2255,8/2/2023 5:50,6.13,33.72,21661325,control,,
2256,8/2/2023 5:55,6.46,33.76,21661325,control,,
2257,8/2/2023 6:00,6.28,33.76,21661325,control,,
2258,8/2/2023 6:05,6.48,33.8,21661325,control,,
2259,8/2/2023 6:10,6.5,33.8,21661325,control,,
2260,8/2/2023 6:15,6.56,33.8,21661325,control,,
2261,8/2/2023 6:20,6.61,33.8,21661325,control,,
2262,8/2/2023 6:25,6.57,33.8,21661325,control,,
2263,8/2/2023 6:30,6.59,33.8,21661325,control,,
2264,8/2/2023 6:35,6.69,33.8,21661325,control,,
2265,8/2/2023 6:40,6.72,33.8,21661325,control,,
2266,8/2/2023 6:45,6.72,33.8,21661325,control,,
2267,8/2/2023 6:50,6.72,33.78,21661325,control,,
2268,8/2/2023 6:55,6.72,33.78,21661325,control,,
2269,8/2/2023 7:00,6.66,33.78,21661325,control,,
2270,8/2/2023 7:05,6.64,33.78,21661325,control,,
2271,8/2/2023 7:10,6.64,33.76,21661325,control,,
2272,8/2/2023 7:15,6.66,33.76,21661325,control,,
2273,8/2/2023 7:20,6.69,33.78,21661325,control,,
2274,8/2/2023 7:25,6.72,33.8,21661325,control,,
2275,8/2/2023 7:30,6.76,33.82,21661325,control,,
2276,8/2/2023 7:35,6.84,33.84,21661325,control,,
2277,8/2/2023 7:40,6.9,33.86,21661325,control,,
2278,8/2/2023 7:45,6.95,33.86,21661325,control,,
2279,8/2/2023 7:50,6.96,33.88,21661325,control,,
2280,8/2/2023 7:55,7.08,33.9,21661325,control,,
2281,8/2/2023 8:00,7.05,33.9,21661325,control,,
2282,8/2/2023 8:05,7.09,33.9,21661325,control,,
2283,8/2/2023 8:10,7.18,33.92,21661325,control,,
2284,8/2/2023 8:15,7.24,33.92,21661325,control,,
2285,8/2/2023 8:20,7.22,33.94,21661325,control,,
2286,8/2/2023 8:25,7.32,33.96,21661325,control,,
2287,8/2/2023 8:30,7.41,33.96,21661325,control,,
2288,8/2/2023 8:35,7.47,33.98,21661325,control,,
2289,8/2/2023 8:40,7.45,34.02,21661325,control,,
2290,8/2/2023 8:45,7.47,34.06,21661325,control,,
2291,8/2/2023 8:50,7.57,34.08,21661325,control,,
2292,8/2/2023 8:55,7.57,34.1,21661325,control,,
2293,8/2/2023 9:00,7.58,34.14,21661325,control,,
2294,8/2/2023 9:05,7.87,34.22,21661325,control,,
2295,8/2/2023 9:10,8.07,34.3,21661325,control,,
2296,8/2/2023 9:15,8.07,34.32,21661325,control,,
2297,8/2/2023 9:20,7.8,34.36,21661325,control,,
2298,8/2/2023 9:25,7.92,34.36,21661325,control,,
2299,8/2/2023 9:30,8.06,34.38,21661325,control,,
2300,8/2/2023 9:35,8.33,34.4,21661325,control,,
2301,8/2/2023 9:40,8.27,34.42,21661325,control,,
2302,8/2/2023 9:45,8.48,34.46,21661325,control,,
2303,8/2/2023 9:50,8.22,34.44,21661325,control,,
2304,8/2/2023 9:55,8.06,34.44,21661325,control,,
2305,8/2/2023 10:00,8.09,34.46,21661325,control,,
2306,8/2/2023 10:05,8.36,34.46,21661325,control,,
2307,8/2/2023 10:10,8.13,34.46,21661325,control,,
2308,8/2/2023 10:15,8.01,34.46,21661325,control,,
2309,8/2/2023 10:20,7.9,34.48,21661325,control,,
2310,8/2/2023 10:25,8.72,34.56,21661325,control,,
2311,8/2/2023 10:30,8.96,34.68,21661325,control,,
2312,8/2/2023 10:35,8.72,34.78,21661325,control,,
2313,8/2/2023 10:40,8.58,34.82,21661325,control,,
2314,8/2/2023 10:45,8.92,34.9,21661325,control,,
2315,8/2/2023 10:50,8.55,34.96,21661325,control,,
2316,8/2/2023 10:55,8.67,35.02,21661325,control,,
2317,8/2/2023 11:00,8.85,35.08,21661325,control,,
2318,8/2/2023 11:05,8.74,35.12,21661325,control,,
2319,8/2/2023 11:10,8.73,35.18,21661325,control,,
2320,8/2/2023 11:15,9.08,35.26,21661325,control,,
2321,8/2/2023 11:20,9.22,35.32,21661325,control,,
2322,8/2/2023 11:25,9.3,35.38,21661325,control,,
2323,8/2/2023 11:30,9.38,35.44,21661325,control,,
2324,8/2/2023 11:35,9.21,35.52,21661325,control,,
2325,8/2/2023 11:40,9.27,35.58,21661325,control,,
2326,8/2/2023 11:45,9.35,35.64,21661325,control,,
2327,8/2/2023 11:50,9.43,35.72,21661325,control,,
2328,8/2/2023 11:55,9.49,35.76,21661325,control,,
2329,8/2/2023 12:00,10.12,35.84,21661325,control,,
2330,8/2/2023 12:05,10.38,35.96,21661325,control,,
2331,8/2/2023 12:10,9.85,36,21661325,control,,
2332,8/2/2023 12:15,9.9,36.06,21661325,control,,
2333,8/2/2023 12:20,10,36.14,21661325,control,,
2334,8/2/2023 12:25,10,36.18,21661325,control,,
2335,8/2/2023 12:30,10.04,36.2,21661325,control,,
2336,8/2/2023 12:35,10.16,36.22,21661325,control,,
2337,8/2/2023 12:40,10.22,36.26,21661325,control,,
2338,8/2/2023 12:45,10.08,36.26,21661325,control,,
2339,8/2/2023 12:50,10.07,36.26,21661325,control,,
2340,8/2/2023 12:55,9.98,36.24,21661325,control,,
2341,8/2/2023 13:00,10.26,36.3,21661325,control,,
2342,8/2/2023 13:05,10.37,36.4,21661325,control,,
2343,8/2/2023 13:10,10.39,36.44,21661325,control,,
2344,8/2/2023 13:15,10.66,36.5,21661325,control,,
2345,8/2/2023 13:20,10.78,36.56,21661325,control,,
2346,8/2/2023 13:25,10.87,36.62,21661325,control,,
2347,8/2/2023 13:30,10.96,36.66,21661325,control,,
2348,8/2/2023 13:35,11.09,36.72,21661325,control,,
2349,8/2/2023 13:40,11.09,36.76,21661325,control,,
2350,8/2/2023 13:45,11.14,36.82,21661325,control,,
2351,8/2/2023 13:50,11.11,36.84,21661325,control,,
2352,8/2/2023 13:55,10.97,36.84,21661325,control,,
2353,8/2/2023 14:00,10.95,36.82,21661325,control,,
2354,8/2/2023 14:05,10.88,36.8,21661325,control,,
2355,8/2/2023 14:10,10.81,36.8,21661325,control,,
2356,8/2/2023 14:15,10.71,36.76,21661325,control,,
2357,8/2/2023 14:20,10.63,36.72,21661325,control,,
2358,8/2/2023 14:25,10.62,36.66,21661325,control,,
2359,8/2/2023 14:30,10.48,36.62,21661325,control,,
2360,8/2/2023 14:35,10.49,36.58,21661325,control,,
2361,8/2/2023 14:40,10.46,36.54,21661325,control,,
2362,8/2/2023 14:45,10.35,36.52,21661325,control,,
2363,8/2/2023 14:50,10.48,36.54,21661325,control,,
2364,8/2/2023 14:55,10.36,36.54,21661325,control,,
2365,8/2/2023 15:00,10.43,36.56,21661325,control,,
2366,8/2/2023 15:05,10.41,36.56,21661325,control,,
2367,8/2/2023 15:10,10.36,36.58,21661325,control,,
2368,8/2/2023 15:15,10.27,36.54,21661325,control,,
2369,8/2/2023 15:20,10.3,36.5,21661325,control,,
2370,8/2/2023 15:25,10.22,36.48,21661325,control,,
2371,8/2/2023 15:30,10.18,36.42,21661325,control,,
2372,8/2/2023 15:35,10.09,36.38,21661325,control,,
2373,8/2/2023 15:40,10.05,36.32,21661325,control,,
2374,8/2/2023 15:45,10.03,36.26,21661325,control,,
2375,8/2/2023 15:50,10.14,36.22,21661325,control,,
2376,8/2/2023 15:55,10,36.16,21661325,control,,
2377,8/2/2023 16:00,10,36.12,21661325,control,,
2378,8/2/2023 16:05,9.98,36.06,21661325,control,,
2379,8/2/2023 16:10,9.95,36.04,21661325,control,,
2380,8/2/2023 16:15,9.93,36,21661325,control,,
2381,8/2/2023 16:20,9.94,35.96,21661325,control,,
2382,8/2/2023 16:25,9.88,35.94,21661325,control,,
2383,8/2/2023 16:30,9.87,35.9,21661325,control,,
2384,8/2/2023 16:35,9.87,35.88,21661325,control,,
2385,8/2/2023 16:40,9.87,35.86,21661325,control,,
2386,8/2/2023 16:45,9.83,35.84,21661325,control,,
2387,8/2/2023 16:50,9.83,35.82,21661325,control,,
2388,8/2/2023 16:55,9.84,35.8,21661325,control,,
2389,8/2/2023 17:00,9.74,35.74,21661325,control,,
2390,8/2/2023 17:05,9.64,35.68,21661325,control,,
2391,8/2/2023 17:10,9.57,35.62,21661325,control,,
2392,8/2/2023 17:15,9.5,35.54,21661325,control,,
2393,8/2/2023 17:20,9.45,35.46,21661325,control,,
2394,8/2/2023 17:25,9.41,35.36,21661325,control,,
2395,8/2/2023 17:30,9.35,35.3,21661325,control,,
2396,8/2/2023 17:35,9.29,35.24,21661325,control,,
2397,8/2/2023 17:40,9.25,35.2,21661325,control,,
2398,8/2/2023 17:45,9.17,35.14,21661325,control,,
2399,8/2/2023 17:50,9.06,35.04,21661325,control,,
2400,8/2/2023 17:55,8.99,34.96,21661325,control,,
2401,8/2/2023 18:00,8.89,34.88,21661325,control,,
2402,8/2/2023 18:05,8.85,34.8,21661325,control,,
2403,8/2/2023 18:10,8.78,34.76,21661325,control,,
2404,8/2/2023 18:15,8.68,34.68,21661325,control,,
2405,8/2/2023 18:20,8.62,34.58,21661325,control,,
2406,8/2/2023 18:25,8.55,34.52,21661325,control,,
2407,8/2/2023 18:30,8.53,34.46,21661325,control,,
2408,8/2/2023 18:35,8.48,34.42,21661325,control,,
2409,8/2/2023 18:40,8.4,34.34,21661325,control,,
2410,8/2/2023 18:45,8.34,34.32,21661325,control,,
2411,8/2/2023 18:50,8.2,34.22,21661325,control,,
2412,8/2/2023 18:55,8.11,34.14,21661325,control,,
2413,8/2/2023 19:00,8.06,34.06,21661325,control,,
2414,8/2/2023 19:05,7.97,34,21661325,control,,
2415,8/2/2023 19:10,7.93,33.96,21661325,control,,
2416,8/2/2023 19:15,7.85,33.92,21661325,control,,
2417,8/2/2023 19:20,7.68,33.86,21661325,control,,
2418,8/2/2023 19:25,7.57,33.8,21661325,control,,
2419,8/2/2023 19:30,7.46,33.78,21661325,control,,
