Plot Title: 21661325,,,,,,,
#,"Date Time, GMT+03:00","DO conc, mg/L (LGR S/N: 21661325, SEN S/N: 21661325)","Temp, °C (LGR S/N: 21661325, SEN S/N: 21661325)",,,Stopped (LGR S/N: 21661325),End Of File (LGR S/N: 21661325)
1,7/25/2023 10:00,8.48,25.14,21661325,control,,
2,7/25/2023 10:05,8.33,25.86,21661325,control,,
3,7/25/2023 10:10,8.1,27,21661325,control,,
4,7/25/2023 10:15,8.62,30.5,21661325,control,,
5,7/25/2023 10:20,7.82,32.96,21661325,control,,
6,7/25/2023 10:25,7.59,33.7,21661325,control,,
7,7/25/2023 10:30,7.33,33.9,21661325,control,,
8,7/25/2023 10:35,7.42,33.96,21661325,control,,
9,7/25/2023 10:40,7.51,34.04,21661325,control,,
10,7/25/2023 10:45,7.95,34.08,21661325,control,,
11,7/25/2023 10:50,7.76,34.14,21661325,control,,
12,7/25/2023 10:55,8.14,34.16,21661325,control,,
13,7/25/2023 11:00,8,34.2,21661325,control,,
14,7/25/2023 11:05,8.11,34.24,21661325,control,,
15,7/25/2023 11:10,8.43,34.28,21661325,control,,
16,7/25/2023 11:15,8.6,34.36,21661325,control,,
17,7/25/2023 11:20,8.56,34.46,21661325,control,,
18,7/25/2023 11:25,8.69,34.56,21661325,control,,
19,7/25/2023 11:30,8.68,34.66,21661325,control,,
20,7/25/2023 11:35,8.74,34.7,21661325,control,,
21,7/25/2023 11:40,8.81,34.66,21661325,control,,
22,7/25/2023 11:45,8.82,34.64,21661325,control,,
23,7/25/2023 11:50,8.82,34.66,21661325,control,,
24,7/25/2023 11:55,8.87,34.74,21661325,control,,
25,7/25/2023 12:00,8.96,34.8,21661325,control,,
26,7/25/2023 12:05,8.94,34.86,21661325,control,,
27,7/25/2023 12:10,9.61,34.96,21661325,control,,
28,7/25/2023 12:15,9.42,34.98,21661325,control,,
29,7/25/2023 12:20,9.36,35.04,21661325,control,,
30,7/25/2023 12:25,8.87,35,21661325,control,,
31,7/25/2023 12:30,8.75,34.94,21661325,control,,
32,7/25/2023 12:35,8.67,34.86,21661325,control,,
33,7/25/2023 12:40,8.71,34.82,21661325,control,,
34,7/25/2023 12:45,8.71,34.86,21661325,control,,
35,7/25/2023 12:50,8.67,34.88,21661325,control,,
36,7/25/2023 12:55,8.6,34.86,21661325,control,,
37,7/25/2023 13:00,8.56,34.88,21661325,control,,
38,7/25/2023 13:05,8.58,34.9,21661325,control,,
39,7/25/2023 13:10,8.48,34.88,21661325,control,,
40,7/25/2023 13:15,8.44,34.88,21661325,control,,
41,7/25/2023 13:20,8.46,34.9,21661325,control,,
42,7/25/2023 13:25,8.49,34.9,21661325,control,,
43,7/25/2023 13:30,8.45,34.96,21661325,control,,
44,7/25/2023 13:35,8.44,35.02,21661325,control,,
45,7/25/2023 13:40,8.41,35.06,21661325,control,,
46,7/25/2023 13:45,8.85,35.14,21661325,control,,
47,7/25/2023 13:50,8.56,35.26,21661325,control,,
48,7/25/2023 13:55,9.04,35.34,21661325,control,,
49,7/25/2023 14:00,9,35.42,21661325,control,,
50,7/25/2023 14:05,9.13,35.46,21661325,control,,
51,7/25/2023 14:10,9.14,35.5,21661325,control,,
52,7/25/2023 14:15,9.12,35.52,21661325,control,,
53,7/25/2023 14:20,9.13,35.56,21661325,control,,
54,7/25/2023 14:25,9.31,35.6,21661325,control,,
55,7/25/2023 14:30,9.25,35.64,21661325,control,,
56,7/25/2023 14:35,9.49,35.68,21661325,control,,
57,7/25/2023 14:40,9.8,35.82,21661325,control,,
58,7/25/2023 14:45,9.5,35.88,21661325,control,,
59,7/25/2023 14:50,9.71,35.88,21661325,control,,
60,7/25/2023 14:55,9.84,36,21661325,control,,
61,7/25/2023 15:00,10.01,36,21661325,control,,
62,7/25/2023 15:05,10.01,36.04,21661325,control,,
63,7/25/2023 15:10,9.87,36.06,21661325,control,,
64,7/25/2023 15:15,9.52,36,21661325,control,,
65,7/25/2023 15:20,9.94,36.06,21661325,control,,
66,7/25/2023 15:25,10.17,36.14,21661325,control,,
67,7/25/2023 15:30,10.23,36.18,21661325,control,,
68,7/25/2023 15:35,10.24,36.2,21661325,control,,
69,7/25/2023 15:40,10.12,36.24,21661325,control,,
70,7/25/2023 15:45,10.06,36.22,21661325,control,,
71,7/25/2023 15:50,10.2,36.26,21661325,control,,
72,7/25/2023 15:55,10.15,36.28,21661325,control,,
73,7/25/2023 16:00,9.99,36.28,21661325,control,,
74,7/25/2023 16:05,9.99,36.2,21661325,control,,
75,7/25/2023 16:10,9.51,36.12,21661325,control,,
76,7/25/2023 16:15,9.7,36.02,21661325,control,,
77,7/25/2023 16:20,9.48,35.98,21661325,control,,
78,7/25/2023 16:25,9.45,35.9,21661325,control,,
79,7/25/2023 16:30,9.58,35.9,21661325,control,,
80,7/25/2023 16:35,9.52,35.88,21661325,control,,
81,7/25/2023 16:40,9.58,35.88,21661325,control,,
82,7/25/2023 16:45,9.36,35.88,21661325,control,,
83,7/25/2023 16:50,9.32,35.84,21661325,control,,
84,7/25/2023 16:55,9.31,35.88,21661325,control,,
85,7/25/2023 17:00,9.09,35.8,21661325,control,,
86,7/25/2023 17:05,9.17,35.8,21661325,control,,
87,7/25/2023 17:10,9.08,35.74,21661325,control,,
88,7/25/2023 17:15,9.22,35.74,21661325,control,,
89,7/25/2023 17:20,9.29,35.72,21661325,control,,
90,7/25/2023 17:25,9.36,35.76,21661325,control,,
91,7/25/2023 17:30,9.23,35.66,21661325,control,,
92,7/25/2023 17:35,9.27,35.62,21661325,control,,
93,7/25/2023 17:40,9.28,35.66,21661325,control,,
94,7/25/2023 17:45,9.26,35.62,21661325,control,,
95,7/25/2023 17:50,8.96,35.56,21661325,control,,
96,7/25/2023 17:55,8.82,35.44,21661325,control,,
97,7/25/2023 18:00,8.85,35.4,21661325,control,,
98,7/25/2023 18:05,8.78,35.34,21661325,control,,
99,7/25/2023 18:10,8.88,35.3,21661325,control,,
100,7/25/2023 18:15,8.96,35.3,21661325,control,,
101,7/25/2023 18:20,8.97,35.3,21661325,control,,
102,7/25/2023 18:25,8.93,35.28,21661325,control,,
103,7/25/2023 18:30,8.93,35.2,21661325,control,,
104,7/25/2023 18:35,9.08,35.2,21661325,control,,
105,7/25/2023 18:40,9,35.2,21661325,control,,
106,7/25/2023 18:45,8.88,35.2,21661325,control,,
107,7/25/2023 18:50,8.5,35.08,21661325,control,,
108,7/25/2023 18:55,8.75,35.04,21661325,control,,
109,7/25/2023 19:00,9.08,34.96,21661325,control,,
110,7/25/2023 19:05,8.6,34.94,21661325,control,,
111,7/25/2023 19:10,8.33,34.92,21661325,control,,
112,7/25/2023 19:15,9.58,34.92,21661325,control,,
113,7/25/2023 19:20,9.94,34.92,21661325,control,,
114,7/25/2023 19:25,9.95,34.88,21661325,control,,
115,7/25/2023 19:30,9.22,34.8,21661325,control,,
116,7/25/2023 19:35,8.23,34.64,21661325,control,,
117,7/25/2023 19:40,8.17,34.5,21661325,control,,
118,7/25/2023 19:45,8.03,34.44,21661325,control,,
119,7/25/2023 19:50,7.63,34.34,21661325,control,,
120,7/25/2023 19:55,7.48,34.2,21661325,control,,
121,7/25/2023 20:00,7.42,34.14,21661325,control,,
122,7/25/2023 20:05,7.35,34.1,21661325,control,,
123,7/25/2023 20:10,7.49,34.12,21661325,control,,
124,7/25/2023 20:15,7.16,34.08,21661325,control,,
125,7/25/2023 20:20,7.18,34.04,21661325,control,,
126,7/25/2023 20:25,7.75,34.04,21661325,control,,
127,7/25/2023 20:30,7.72,34.08,21661325,control,,
128,7/25/2023 20:35,7.45,34.06,21661325,control,,
129,7/25/2023 20:40,7.46,34,21661325,control,,
130,7/25/2023 20:45,7.19,33.96,21661325,control,,
131,7/25/2023 20:50,6.84,33.86,21661325,control,,
132,7/25/2023 20:55,6.91,33.8,21661325,control,,
133,7/25/2023 21:00,6.58,33.78,21661325,control,,
134,7/25/2023 21:05,6.66,33.76,21661325,control,,
135,7/25/2023 21:10,6.32,33.74,21661325,control,,
136,7/25/2023 21:15,6.56,33.72,21661325,control,,
137,7/25/2023 21:20,6.67,33.74,21661325,control,,
138,7/25/2023 21:25,6.87,33.74,21661325,control,,
139,7/25/2023 21:30,7.1,33.78,21661325,control,,
140,7/25/2023 21:35,7.24,33.82,21661325,control,,
141,7/25/2023 21:40,7.33,33.84,21661325,control,,
142,7/25/2023 21:45,7.28,33.82,21661325,control,,
143,7/25/2023 21:50,7.82,33.82,21661325,control,,
144,7/25/2023 21:55,7.35,33.82,21661325,control,,
145,7/25/2023 22:00,7.3,33.82,21661325,control,,
146,7/25/2023 22:05,7.34,33.8,21661325,control,,
147,7/25/2023 22:10,7.59,33.8,21661325,control,,
148,7/25/2023 22:15,7.53,33.8,21661325,control,,
149,7/25/2023 22:20,7.64,33.78,21661325,control,,
150,7/25/2023 22:25,7.68,33.76,21661325,control,,
151,7/25/2023 22:30,7.56,33.74,21661325,control,,
152,7/25/2023 22:35,7.67,33.72,21661325,control,,
153,7/25/2023 22:40,7.49,33.72,21661325,control,,
154,7/25/2023 22:45,7.61,33.68,21661325,control,,
155,7/25/2023 22:50,7.62,33.66,21661325,control,,
156,7/25/2023 22:55,7.61,33.66,21661325,control,,
157,7/25/2023 23:00,7.59,33.64,21661325,control,,
158,7/25/2023 23:05,7.53,33.64,21661325,control,,
159,7/25/2023 23:10,7.51,33.64,21661325,control,,
160,7/25/2023 23:15,7.44,33.64,21661325,control,,
161,7/25/2023 23:20,7.34,33.64,21661325,control,,
162,7/25/2023 23:25,6.94,33.66,21661325,control,,
163,7/25/2023 23:30,6.85,33.68,21661325,control,,
164,7/25/2023 23:35,6.83,33.7,21661325,control,,
165,7/25/2023 23:40,7.18,33.74,21661325,control,,
166,7/25/2023 23:45,7.36,33.76,21661325,control,,
167,7/25/2023 23:50,7.24,33.78,21661325,control,,
168,7/25/2023 23:55,7.38,33.78,21661325,control,,
169,7/26/2023 0:00,7.51,33.78,21661325,control,,
170,7/26/2023 0:05,7.42,33.8,21661325,control,,
171,7/26/2023 0:10,7.33,33.8,21661325,control,,
172,7/26/2023 0:15,7.06,33.84,21661325,control,,
173,7/26/2023 0:20,6.79,33.88,21661325,control,,
174,7/26/2023 0:25,6.75,33.9,21661325,control,,
175,7/26/2023 0:30,6.49,33.88,21661325,control,,
176,7/26/2023 0:35,6.61,33.78,21661325,control,,
177,7/26/2023 0:40,6.59,33.7,21661325,control,,
178,7/26/2023 0:45,6.62,33.64,21661325,control,,
179,7/26/2023 0:50,6.87,33.62,21661325,control,,
180,7/26/2023 0:55,6.88,33.6,21661325,control,,
181,7/26/2023 1:00,6.89,33.62,21661325,control,,
182,7/26/2023 1:05,7.07,33.62,21661325,control,,
183,7/26/2023 1:10,7.12,33.62,21661325,control,,
184,7/26/2023 1:15,7.15,33.62,21661325,control,,
185,7/26/2023 1:20,7.13,33.6,21661325,control,,
186,7/26/2023 1:25,7.12,33.58,21661325,control,,
187,7/26/2023 1:30,7.08,33.56,21661325,control,,
188,7/26/2023 1:35,7.1,33.54,21661325,control,,
189,7/26/2023 1:40,7.08,33.54,21661325,control,,
190,7/26/2023 1:45,6.7,33.54,21661325,control,,
191,7/26/2023 1:50,6.45,33.54,21661325,control,,
192,7/26/2023 1:55,6.2,33.5,21661325,control,,
193,7/26/2023 2:00,6.5,33.44,21661325,control,,
194,7/26/2023 2:05,6.58,33.32,21661325,control,,
195,7/26/2023 2:10,6.52,33.22,21661325,control,,
196,7/26/2023 2:15,6.46,33.14,21661325,control,,
197,7/26/2023 2:20,6.35,33.08,21661325,control,,
198,7/26/2023 2:25,6.25,33.04,21661325,control,,
199,7/26/2023 2:30,6.12,33.02,21661325,control,,
200,7/26/2023 2:35,6.06,32.98,21661325,control,,
201,7/26/2023 2:40,6.06,32.98,21661325,control,,
202,7/26/2023 2:45,5.92,32.96,21661325,control,,
203,7/26/2023 2:50,5.78,32.94,21661325,control,,
204,7/26/2023 2:55,5.73,32.92,21661325,control,,
205,7/26/2023 3:00,5.62,32.9,21661325,control,,
206,7/26/2023 3:05,5.58,32.9,21661325,control,,
207,7/26/2023 3:10,5.55,32.9,21661325,control,,
208,7/26/2023 3:15,5.56,32.9,21661325,control,,
209,7/26/2023 3:20,5.59,32.9,21661325,control,,
210,7/26/2023 3:25,5.48,32.92,21661325,control,,
211,7/26/2023 3:30,5.35,32.92,21661325,control,,
212,7/26/2023 3:35,5.34,32.92,21661325,control,,
213,7/26/2023 3:40,5.35,32.92,21661325,control,,
214,7/26/2023 3:45,5.51,32.92,21661325,control,,
215,7/26/2023 3:50,5.85,32.92,21661325,control,,
216,7/26/2023 3:55,5.6,32.94,21661325,control,,
217,7/26/2023 4:00,5.2,32.92,21661325,control,,
218,7/26/2023 4:05,5.11,32.9,21661325,control,,
219,7/26/2023 4:10,5.19,32.88,21661325,control,,
220,7/26/2023 4:15,5.21,32.88,21661325,control,,
221,7/26/2023 4:20,5.5,32.9,21661325,control,,
222,7/26/2023 4:25,5.7,32.9,21661325,control,,
223,7/26/2023 4:30,5.7,32.9,21661325,control,,
224,7/26/2023 4:35,5.68,32.88,21661325,control,,
225,7/26/2023 4:40,5.71,32.88,21661325,control,,
226,7/26/2023 4:45,5.71,32.86,21661325,control,,
227,7/26/2023 4:50,5.63,32.84,21661325,control,,
228,7/26/2023 4:55,5.52,32.84,21661325,control,,
229,7/26/2023 5:00,5.55,32.84,21661325,control,,
230,7/26/2023 5:05,5.63,32.84,21661325,control,,
231,7/26/2023 5:10,5.61,32.84,21661325,control,,
232,7/26/2023 5:15,5.63,32.86,21661325,control,,
233,7/26/2023 5:20,5.75,32.88,21661325,control,,
234,7/26/2023 5:25,5.78,32.9,21661325,control,,
235,7/26/2023 5:30,5.89,32.9,21661325,control,,
236,7/26/2023 5:35,5.97,32.92,21661325,control,,
237,7/26/2023 5:40,5.92,32.92,21661325,control,,
238,7/26/2023 5:45,5.83,32.92,21661325,control,,
239,7/26/2023 5:50,5.83,32.92,21661325,control,,
240,7/26/2023 5:55,5.97,32.88,21661325,control,,
241,7/26/2023 6:00,5.98,32.88,21661325,control,,
242,7/26/2023 6:05,5.93,32.86,21661325,control,,
243,7/26/2023 6:10,5.99,32.84,21661325,control,,
244,7/26/2023 6:15,5.99,32.86,21661325,control,,
245,7/26/2023 6:20,5.93,32.86,21661325,control,,
246,7/26/2023 6:25,5.85,32.88,21661325,control,,
247,7/26/2023 6:30,5.83,32.86,21661325,control,,
248,7/26/2023 6:35,5.88,32.86,21661325,control,,
249,7/26/2023 6:40,5.73,32.84,21661325,control,,
250,7/26/2023 6:45,5.82,32.84,21661325,control,,
251,7/26/2023 6:50,5.83,32.84,21661325,control,,
252,7/26/2023 6:55,5.88,32.84,21661325,control,,
253,7/26/2023 7:00,5.85,32.84,21661325,control,,
254,7/26/2023 7:05,5.87,32.84,21661325,control,,
255,7/26/2023 7:10,5.96,32.84,21661325,control,,
256,7/26/2023 7:15,6,32.84,21661325,control,,
257,7/26/2023 7:20,5.99,32.86,21661325,control,,
258,7/26/2023 7:25,5.98,32.86,21661325,control,,
259,7/26/2023 7:30,5.93,32.86,21661325,control,,
260,7/26/2023 7:35,5.93,32.86,21661325,control,,
261,7/26/2023 7:40,5.93,32.88,21661325,control,,
262,7/26/2023 7:45,5.96,32.88,21661325,control,,
263,7/26/2023 7:50,5.96,32.9,21661325,control,,
264,7/26/2023 7:55,5.91,32.92,21661325,control,,
265,7/26/2023 8:00,5.89,32.94,21661325,control,,
266,7/26/2023 8:05,5.89,32.96,21661325,control,,
267,7/26/2023 8:10,5.85,32.98,21661325,control,,
268,7/26/2023 8:15,5.89,33,21661325,control,,
269,7/26/2023 8:20,5.91,33,21661325,control,,
270,7/26/2023 8:25,5.91,33,21661325,control,,
271,7/26/2023 8:30,5.94,33,21661325,control,,
272,7/26/2023 8:35,5.99,33,21661325,control,,
273,7/26/2023 8:40,6,33.02,21661325,control,,
274,7/26/2023 8:45,5.99,33.04,21661325,control,,
275,7/26/2023 8:50,6.06,33.06,21661325,control,,
276,7/26/2023 8:55,6.03,33.1,21661325,control,,
277,7/26/2023 9:00,6.04,33.16,21661325,control,,
278,7/26/2023 9:05,6.09,33.22,21661325,control,,
279,7/26/2023 9:10,6.17,33.28,21661325,control,,
280,7/26/2023 9:15,6.16,33.28,21661325,control,,
281,7/26/2023 9:20,6.21,33.28,21661325,control,,
282,7/26/2023 9:25,6.22,33.32,21661325,control,,
283,7/26/2023 9:30,6.41,33.4,21661325,control,,
284,7/26/2023 9:35,6.35,33.4,21661325,control,,
285,7/26/2023 9:40,6.62,33.4,21661325,control,,
286,7/26/2023 9:45,6.5,33.42,21661325,control,,
287,7/26/2023 9:50,6.48,33.46,21661325,control,,
288,7/26/2023 9:55,6.57,33.5,21661325,control,,
289,7/26/2023 10:00,6.58,33.52,21661325,control,,
290,7/26/2023 10:05,6.62,33.56,21661325,control,,
291,7/26/2023 10:10,6.65,33.58,21661325,control,,
292,7/26/2023 10:15,6.67,33.64,21661325,control,,
293,7/26/2023 10:20,6.68,33.72,21661325,control,,
294,7/26/2023 10:25,6.69,33.82,21661325,control,,
295,7/26/2023 10:30,6.68,33.86,21661325,control,,
296,7/26/2023 10:35,6.74,33.84,21661325,control,,
297,7/26/2023 10:40,6.74,33.94,21661325,control,,
298,7/26/2023 10:45,6.84,34,21661325,control,,
299,7/26/2023 10:50,6.96,34.04,21661325,control,,
300,7/26/2023 10:55,7.01,34.06,21661325,control,,
301,7/26/2023 11:00,7.14,34.1,21661325,control,,
302,7/26/2023 11:05,7.28,34.1,21661325,control,,
303,7/26/2023 11:10,7.22,34.12,21661325,control,,
304,7/26/2023 11:15,7.26,34.14,21661325,control,,
305,7/26/2023 11:20,7.37,34.16,21661325,control,,
306,7/26/2023 11:25,7.41,34.26,21661325,control,,
307,7/26/2023 11:30,7.38,34.32,21661325,control,,
308,7/26/2023 11:35,7.45,34.42,21661325,control,,
309,7/26/2023 11:40,7.51,34.38,21661325,control,,
310,7/26/2023 11:45,7.9,34.34,21661325,control,,
311,7/26/2023 11:50,8.07,34.28,21661325,control,,
312,7/26/2023 11:55,8.09,34.28,21661325,control,,
313,7/26/2023 12:00,8.07,34.3,21661325,control,,
314,7/26/2023 12:05,8.17,34.32,21661325,control,,
315,7/26/2023 12:10,8.19,34.32,21661325,control,,
316,7/26/2023 12:15,8.22,34.34,21661325,control,,
317,7/26/2023 12:20,8.25,34.38,21661325,control,,
318,7/26/2023 12:25,8.29,34.4,21661325,control,,
319,7/26/2023 12:30,8.32,34.44,21661325,control,,
320,7/26/2023 12:35,8.35,34.48,21661325,control,,
321,7/26/2023 12:40,8.61,34.56,21661325,control,,
322,7/26/2023 12:45,8.73,34.66,21661325,control,,
323,7/26/2023 12:50,8.93,34.76,21661325,control,,
324,7/26/2023 12:55,9.13,34.86,21661325,control,,
325,7/26/2023 13:00,9.35,34.98,21661325,control,,
326,7/26/2023 13:05,9.65,35.06,21661325,control,,
327,7/26/2023 13:10,9.75,35.12,21661325,control,,
328,7/26/2023 13:15,9.9,35.2,21661325,control,,
329,7/26/2023 13:20,9.89,35.26,21661325,control,,
330,7/26/2023 13:25,10,35.34,21661325,control,,
331,7/26/2023 13:30,10.14,35.4,21661325,control,,
332,7/26/2023 13:35,10.04,35.48,21661325,control,,
333,7/26/2023 13:40,9.97,35.58,21661325,control,,
334,7/26/2023 13:45,10.05,35.6,21661325,control,,
335,7/26/2023 13:50,10.19,35.66,21661325,control,,
336,7/26/2023 13:55,10.17,35.7,21661325,control,,
337,7/26/2023 14:00,10.14,35.68,21661325,control,,
338,7/26/2023 14:05,10.14,35.72,21661325,control,,
339,7/26/2023 14:10,10.17,35.74,21661325,control,,
340,7/26/2023 14:15,10.24,35.76,21661325,control,,
341,7/26/2023 14:20,10.33,35.82,21661325,control,,
342,7/26/2023 14:25,9.97,35.86,21661325,control,,
343,7/26/2023 14:30,10.06,35.9,21661325,control,,
344,7/26/2023 14:35,10.09,35.96,21661325,control,,
345,7/26/2023 14:40,10.08,36,21661325,control,,
346,7/26/2023 14:45,10.06,36,21661325,control,,
347,7/26/2023 14:50,10.26,36,21661325,control,,
348,7/26/2023 14:55,9.98,36.06,21661325,control,,
349,7/26/2023 15:00,10.24,36.06,21661325,control,,
350,7/26/2023 15:05,10.22,36.04,21661325,control,,
351,7/26/2023 15:10,10.16,36.04,21661325,control,,
352,7/26/2023 15:15,10.08,36.06,21661325,control,,
353,7/26/2023 15:20,10.08,36.02,21661325,control,,
354,7/26/2023 15:25,9.97,36,21661325,control,,
355,7/26/2023 15:30,10.04,35.98,21661325,control,,
356,7/26/2023 15:35,10,35.94,21661325,control,,
357,7/26/2023 15:40,10.04,35.94,21661325,control,,
358,7/26/2023 15:45,9.97,35.96,21661325,control,,
359,7/26/2023 15:50,9.95,35.94,21661325,control,,
360,7/26/2023 15:55,10.03,35.96,21661325,control,,
361,7/26/2023 16:00,10,35.96,21661325,control,,
362,7/26/2023 16:05,9.99,35.94,21661325,control,,
363,7/26/2023 16:10,9.98,35.9,21661325,control,,
364,7/26/2023 16:15,10,35.86,21661325,control,,
365,7/26/2023 16:20,9.91,35.84,21661325,control,,
366,7/26/2023 16:25,9.86,35.76,21661325,control,,
367,7/26/2023 16:30,9.89,35.74,21661325,control,,
368,7/26/2023 16:35,9.91,35.7,21661325,control,,
369,7/26/2023 16:40,9.85,35.64,21661325,control,,
370,7/26/2023 16:45,9.85,35.56,21661325,control,,
371,7/26/2023 16:50,9.85,35.52,21661325,control,,
372,7/26/2023 16:55,9.79,35.44,21661325,control,,
373,7/26/2023 17:00,9.81,35.38,21661325,control,,
374,7/26/2023 17:05,9.9,35.36,21661325,control,,
375,7/26/2023 17:10,9.99,35.34,21661325,control,,
376,7/26/2023 17:15,10.04,35.38,21661325,control,,
377,7/26/2023 17:20,10.04,35.42,21661325,control,,
378,7/26/2023 17:25,10.03,35.44,21661325,control,,
379,7/26/2023 17:30,9.8,35.36,21661325,control,,
380,7/26/2023 17:35,9.83,35.26,21661325,control,,
381,7/26/2023 17:40,9.86,35.22,21661325,control,,
382,7/26/2023 17:45,9.78,35.1,21661325,control,,
383,7/26/2023 17:50,9.71,34.98,21661325,control,,
384,7/26/2023 17:55,9.57,34.88,21661325,control,,
385,7/26/2023 18:00,9.56,34.78,21661325,control,,
386,7/26/2023 18:05,9.56,34.7,21661325,control,,
387,7/26/2023 18:10,9.56,34.62,21661325,control,,
388,7/26/2023 18:15,9.54,34.56,21661325,control,,
389,7/26/2023 18:20,9.56,34.52,21661325,control,,
390,7/26/2023 18:25,9.56,34.48,21661325,control,,
391,7/26/2023 18:30,9.45,34.46,21661325,control,,
392,7/26/2023 18:35,9.41,34.42,21661325,control,,
393,7/26/2023 18:40,9.39,34.38,21661325,control,,
394,7/26/2023 18:45,9.37,34.34,21661325,control,,
395,7/26/2023 18:50,9.33,34.3,21661325,control,,
396,7/26/2023 18:55,9.3,34.26,21661325,control,,
397,7/26/2023 19:00,9.26,34.2,21661325,control,,
398,7/26/2023 19:05,9.14,34.14,21661325,control,,
399,7/26/2023 19:10,9.11,34.06,21661325,control,,
400,7/26/2023 19:15,9.07,33.98,21661325,control,,
401,7/26/2023 19:20,9,33.92,21661325,control,,
402,7/26/2023 19:25,8.92,33.88,21661325,control,,
403,7/26/2023 19:30,8.83,33.8,21661325,control,,
404,7/26/2023 19:35,8.74,33.74,21661325,control,,
405,7/26/2023 19:40,8.7,33.68,21661325,control,,
406,7/26/2023 19:45,8.67,33.62,21661325,control,,
407,7/26/2023 19:50,8.56,33.6,21661325,control,,
408,7/26/2023 19:55,8.54,33.54,21661325,control,,
409,7/26/2023 20:00,8.51,33.52,21661325,control,,
410,7/26/2023 20:05,8.44,33.5,21661325,control,,
411,7/26/2023 20:10,8.41,33.46,21661325,control,,
412,7/26/2023 20:15,8.34,33.42,21661325,control,,
413,7/26/2023 20:20,8.32,33.4,21661325,control,,
414,7/26/2023 20:25,8.33,33.38,21661325,control,,
415,7/26/2023 20:30,8.34,33.36,21661325,control,,
416,7/26/2023 20:35,8.2,33.34,21661325,control,,
417,7/26/2023 20:40,7.96,33.32,21661325,control,,
418,7/26/2023 20:45,7.68,33.22,21661325,control,,
419,7/26/2023 20:50,7.59,33.18,21661325,control,,
420,7/26/2023 20:55,7.37,33.12,21661325,control,,
421,7/26/2023 21:00,7.23,33.08,21661325,control,,
422,7/26/2023 21:05,7.1,33.04,21661325,control,,
423,7/26/2023 21:10,6.95,33,21661325,control,,
424,7/26/2023 21:15,6.87,32.98,21661325,control,,
425,7/26/2023 21:20,6.84,32.96,21661325,control,,
426,7/26/2023 21:25,6.83,32.94,21661325,control,,
427,7/26/2023 21:30,6.79,32.94,21661325,control,,
428,7/26/2023 21:35,6.74,32.94,21661325,control,,
429,7/26/2023 21:40,6.66,32.94,21661325,control,,
430,7/26/2023 21:45,6.67,32.94,21661325,control,,
431,7/26/2023 21:50,6.67,32.94,21661325,control,,
432,7/26/2023 21:55,6.71,32.96,21661325,control,,
433,7/26/2023 22:00,6.76,32.96,21661325,control,,
434,7/26/2023 22:05,6.8,32.98,21661325,control,,
435,7/26/2023 22:10,6.77,32.98,21661325,control,,
436,7/26/2023 22:15,6.95,33,21661325,control,,
437,7/26/2023 22:20,6.93,33.02,21661325,control,,
438,7/26/2023 22:25,6.97,33.04,21661325,control,,
439,7/26/2023 22:30,7.25,33.1,21661325,control,,
440,7/26/2023 22:35,6.96,33.18,21661325,control,,
441,7/26/2023 22:40,7.08,33.2,21661325,control,,
442,7/26/2023 22:45,7.13,33.22,21661325,control,,
443,7/26/2023 22:50,7.33,33.22,21661325,control,,
444,7/26/2023 22:55,6.88,33.2,21661325,control,,
445,7/26/2023 23:00,7.12,33.18,21661325,control,,
446,7/26/2023 23:05,7.05,33.18,21661325,control,,
447,7/26/2023 23:10,6.64,33.16,21661325,control,,
448,7/26/2023 23:15,6.64,33.14,21661325,control,,
449,7/26/2023 23:20,6.56,33.12,21661325,control,,
450,7/26/2023 23:25,6.51,33.14,21661325,control,,
451,7/26/2023 23:30,6.56,33.14,21661325,control,,
452,7/26/2023 23:35,6.47,33.16,21661325,control,,
453,7/26/2023 23:40,6.39,33.18,21661325,control,,
454,7/26/2023 23:45,6.27,33.26,21661325,control,,
455,7/26/2023 23:50,6.36,33.3,21661325,control,,
456,7/26/2023 23:55,6.38,33.28,21661325,control,,
457,7/27/2023 0:00,6.33,33.3,21661325,control,,
458,7/27/2023 0:05,6.38,33.34,21661325,control,,
459,7/27/2023 0:10,6.32,33.38,21661325,control,,
460,7/27/2023 0:15,6.13,33.32,21661325,control,,
461,7/27/2023 0:20,6.31,33.3,21661325,control,,
462,7/27/2023 0:25,6.2,33.32,21661325,control,,
463,7/27/2023 0:30,5.87,33.28,21661325,control,,
464,7/27/2023 0:35,6.22,33.3,21661325,control,,
465,7/27/2023 0:40,6.29,33.3,21661325,control,,
466,7/27/2023 0:45,5.99,33.3,21661325,control,,
467,7/27/2023 0:50,6.09,33.3,21661325,control,,
468,7/27/2023 0:55,6.07,33.28,21661325,control,,
469,7/27/2023 1:00,6.16,33.28,21661325,control,,
470,7/27/2023 1:05,6.02,33.28,21661325,control,,
471,7/27/2023 1:10,6,33.26,21661325,control,,
472,7/27/2023 1:15,6.17,33.26,21661325,control,,
473,7/27/2023 1:20,6.3,33.24,21661325,control,,
474,7/27/2023 1:25,6.28,33.22,21661325,control,,
475,7/27/2023 1:30,6.27,33.22,21661325,control,,
476,7/27/2023 1:35,6.43,33.24,21661325,control,,
477,7/27/2023 1:40,6.42,33.24,21661325,control,,
478,7/27/2023 1:45,6.49,33.22,21661325,control,,
479,7/27/2023 1:50,6.4,33.22,21661325,control,,
480,7/27/2023 1:55,6.3,33.2,21661325,control,,
