data2,data1,loggerUid,logDateTime,dateTime,PAR,hand cleaned
31.81,0,C61B721D5ABA,1690573800,28-07-2023 22:50:00,-0.5477,
31.81,0,C61B721D5ABA,1690574400,28-07-2023 23:00:00,-0.5477,
31.94,0,C61B721D5ABA,1690575000,28-07-2023 23:10:00,-0.5477,
32,0,C61B721D5ABA,1690575600,28-07-2023 23:20:00,-0.5477,
32.13,0,C61B721D5ABA,1690576200,28-07-2023 23:30:00,-0.5477,
32.06,0,C61B721D5ABA,1690576800,28-07-2023 23:40:00,-0.5477,
32,0,C61B721D5ABA,1690577400,28-07-2023 23:50:00,-0.5477,
32.13,0,C61B721D5ABA,1690578000,29-07-2023 00:00:00,-0.5477,
32.25,0,C61B721D5ABA,1690578600,29-07-2023 00:10:00,-0.5477,
32.44,0,C61B721D5ABA,1690579200,29-07-2023 00:20:00,-0.5477,
32.25,0,C61B721D5ABA,1690579800,29-07-2023 00:30:00,-0.5477,
32.19,0,C61B721D5ABA,1690580400,29-07-2023 00:40:00,-0.5477,
32.38,0,C61B721D5ABA,1690581000,29-07-2023 00:50:00,-0.5477,
32.44,0,C61B721D5ABA,1690581600,29-07-2023 01:00:00,-0.5477,
32.63,0,C61B721D5ABA,1690582200,29-07-2023 01:10:00,-0.5477,
32.5,0,C61B721D5ABA,1690582800,29-07-2023 01:20:00,-0.5477,
32.5,0,C61B721D5ABA,1690583400,29-07-2023 01:30:00,-0.5477,
32.5,0,C61B721D5ABA,1690584000,29-07-2023 01:40:00,-0.5477,
32.63,0,C61B721D5ABA,1690584600,29-07-2023 01:50:00,-0.5477,
32.63,0,C61B721D5ABA,1690585200,29-07-2023 02:00:00,-0.5477,
32.63,0,C61B721D5ABA,1690585800,29-07-2023 02:10:00,-0.5477,
32.69,0,C61B721D5ABA,1690586400,29-07-2023 02:20:00,-0.5477,
32.63,0,C61B721D5ABA,1690587000,29-07-2023 02:30:00,-0.5477,
32.56,0,C61B721D5ABA,1690587600,29-07-2023 02:40:00,-0.5477,
32.5,0,C61B721D5ABA,1690588200,29-07-2023 02:50:00,-0.5477,
32.44,0,C61B721D5ABA,1690588800,29-07-2023 03:00:00,-0.5477,
32.44,0,C61B721D5ABA,1690589400,29-07-2023 03:10:00,-0.5477,
32.56,0,C61B721D5ABA,1690590000,29-07-2023 03:20:00,-0.5477,
32.63,0,C61B721D5ABA,1690590600,29-07-2023 03:30:00,-0.5477,
32.56,0,C61B721D5ABA,1690591200,29-07-2023 03:40:00,-0.5477,
32.5,0,C61B721D5ABA,1690591800,29-07-2023 03:50:00,-0.5477,
32.56,0,C61B721D5ABA,1690592400,29-07-2023 04:00:00,-0.5477,
32.56,0,C61B721D5ABA,1690593000,29-07-2023 04:10:00,-0.5477,
32.44,0,C61B721D5ABA,1690593600,29-07-2023 04:20:00,-0.5477,
32.38,0,C61B721D5ABA,1690594200,29-07-2023 04:30:00,-0.5477,
32.19,0,C61B721D5ABA,1690594800,29-07-2023 04:40:00,-0.5477,
32,0,C61B721D5ABA,1690595400,29-07-2023 04:50:00,-0.5477,
31.94,0,C61B721D5ABA,1690596000,29-07-2023 05:00:00,-0.5477,
31.75,0,C61B721D5ABA,1690596600,29-07-2023 05:10:00,-0.5477,
31.56,0,C61B721D5ABA,1690597200,29-07-2023 05:20:00,-0.5477,
31.44,0,C61B721D5ABA,1690597800,29-07-2023 05:30:00,-0.5477,
31.31,3,C61B721D5ABA,1690598400,29-07-2023 05:40:00,-0.488,
31.25,38,C61B721D5ABA,1690599000,29-07-2023 05:50:00,0.2085,
31.13,150,C61B721D5ABA,1690599600,29-07-2023 06:00:00,2.4373,
31,407,C61B721D5ABA,1690600200,29-07-2023 06:10:00,7.5516,
30.88,805,C61B721D5ABA,1690600800,29-07-2023 06:20:00,15.4718,
30.81,1362,C61B721D5ABA,1690601400,29-07-2023 06:30:00,26.5561,
30.69,2035,C61B721D5ABA,1690602000,29-07-2023 06:40:00,39.9488,
30.56,2765,C61B721D5ABA,1690602600,29-07-2023 06:50:00,54.4758,
30.44,3631,C61B721D5ABA,1690603200,29-07-2023 07:00:00,71.7092,
30.44,4624,C61B721D5ABA,1690603800,29-07-2023 07:10:00,91.4699,
30.38,5691,C61B721D5ABA,1690604400,29-07-2023 07:20:00,112.7032,
30.38,6883,C61B721D5ABA,1690605000,29-07-2023 07:30:00,136.424,
30.44,8151,C61B721D5ABA,1690605600,29-07-2023 07:40:00,161.6572,
30.5,9449,C61B721D5ABA,1690606200,29-07-2023 07:50:00,187.4874,
30.56,10844,C61B721D5ABA,1690606800,29-07-2023 08:00:00,215.2479,
30.63,12303,C61B721D5ABA,1690607400,29-07-2023 08:10:00,244.282,
30.69,13729,C61B721D5ABA,1690608000,29-07-2023 08:20:00,272.6594,
30.75,15181,C61B721D5ABA,1690608600,29-07-2023 08:30:00,301.5542,
30.94,16640,C61B721D5ABA,1690609200,29-07-2023 08:40:00,330.5883,
31,17994,C61B721D5ABA,1690609800,29-07-2023 08:50:00,357.5329,
31.13,19247,C61B721D5ABA,1690610400,29-07-2023 09:00:00,382.4676,
31.25,20857,C61B721D5ABA,1690611000,29-07-2023 09:10:00,414.5066,
31.44,22265,C61B721D5ABA,1690611600,29-07-2023 09:20:00,442.5258,
31.63,23697,C61B721D5ABA,1690612200,29-07-2023 09:30:00,471.0226,
31.81,25020,C61B721D5ABA,1690612800,29-07-2023 09:40:00,497.3503,
32.13,26501,C61B721D5ABA,1690613400,29-07-2023 09:50:00,526.8222,
32.75,21772,C61B721D5ABA,1690614000,29-07-2023 10:00:00,432.7151,
32.81,23492,C61B721D5ABA,1690614600,29-07-2023 10:10:00,466.9431,
33,22757,C61B721D5ABA,1690615200,29-07-2023 10:20:00,452.3166,
33.13,21544,C61B721D5ABA,1690615800,29-07-2023 10:30:00,428.1779,
33.25,19891,C61B721D5ABA,1690616400,29-07-2023 10:40:00,395.2832,
33.44,19159,C61B721D5ABA,1690617000,29-07-2023 10:50:00,380.7164,
33.63,18817,C61B721D5ABA,1690617600,29-07-2023 11:00:00,373.9106,
33.81,19500,C61B721D5ABA,1690618200,29-07-2023 11:10:00,387.5023,
34.06,21540,C61B721D5ABA,1690618800,29-07-2023 11:20:00,428.0983,
34.25,25907,C61B721D5ABA,1690619400,29-07-2023 11:30:00,515.0016,
34.38,31535,C61B721D5ABA,1690620000,29-07-2023 11:40:00,626.9988,
34.56,39417,C61B721D5ABA,1690620600,29-07-2023 11:50:00,783.8506,
34.69,47390,C61B721D5ABA,1690621200,29-07-2023 12:00:00,942.5133,
34.75,50148,C61B721D5ABA,1690621800,29-07-2023 12:10:00,997.3975,
34.88,51199,C61B721D5ABA,1690622400,29-07-2023 12:20:00,1018.3124,
34.94,51512,C61B721D5ABA,1690623000,29-07-2023 12:30:00,1024.5411,
34.94,51900,C61B721D5ABA,1690623600,29-07-2023 12:40:00,1032.2623,
34.88,51735,C61B721D5ABA,1690624200,29-07-2023 12:50:00,1028.9788,
35.06,51843,C61B721D5ABA,1690624800,29-07-2023 13:00:00,1031.128,
35.19,51156,C61B721D5ABA,1690625400,29-07-2023 13:10:00,1017.4567,
35.44,50982,C61B721D5ABA,1690626000,29-07-2023 13:20:00,1013.9941,
35.38,50884,C61B721D5ABA,1690626600,29-07-2023 13:30:00,1012.0439,
35.19,50291,C61B721D5ABA,1690627200,29-07-2023 13:40:00,1000.2432,
35.13,49452,C61B721D5ABA,1690627800,29-07-2023 13:50:00,983.5471,
35.31,48652,C61B721D5ABA,1690628400,29-07-2023 14:00:00,967.6271,
35.25,47938,C61B721D5ABA,1690629000,29-07-2023 14:10:00,953.4185,
35.31,47090,C61B721D5ABA,1690629600,29-07-2023 14:20:00,936.5433,
35.38,45979,C61B721D5ABA,1690630200,29-07-2023 14:30:00,914.4344,
35.63,45102,C61B721D5ABA,1690630800,29-07-2023 14:40:00,896.9821,
35.63,43895,C61B721D5ABA,1690631400,29-07-2023 14:50:00,872.9628,
35.56,42638,C61B721D5ABA,1690632000,29-07-2023 15:00:00,847.9485,
35.19,41240,C61B721D5ABA,1690632600,29-07-2023 15:10:00,820.1283,
35.13,39685,C61B721D5ABA,1690633200,29-07-2023 15:20:00,789.1838,
35.31,38011,C61B721D5ABA,1690633800,29-07-2023 15:30:00,755.8712,
35.5,36572,C61B721D5ABA,1690634400,29-07-2023 15:40:00,727.2351,
35.56,34578,C61B721D5ABA,1690635000,29-07-2023 15:50:00,687.5545,
35.31,32734,C61B721D5ABA,1690635600,29-07-2023 16:00:00,650.8589,
35.25,30818,C61B721D5ABA,1690636200,29-07-2023 16:10:00,612.7305,
35.19,28833,C61B721D5ABA,1690636800,29-07-2023 16:20:00,573.229,
35.19,26986,C61B721D5ABA,1690637400,29-07-2023 16:30:00,536.4737,
35.19,24874,C61B721D5ABA,1690638000,29-07-2023 16:40:00,494.4449,
35.31,22810,C61B721D5ABA,1690638600,29-07-2023 16:50:00,453.3713,
35.38,20787,C61B721D5ABA,1690639200,29-07-2023 17:00:00,413.1136,
35.44,18495,C61B721D5ABA,1690639800,29-07-2023 17:10:00,367.5028,
35.38,16439,C61B721D5ABA,1690640400,29-07-2023 17:20:00,326.5884,
35.38,14354,C61B721D5ABA,1690641000,29-07-2023 17:30:00,285.0969,
35.38,12309,C61B721D5ABA,1690641600,29-07-2023 17:40:00,244.4014,
35.31,10249,C61B721D5ABA,1690642200,29-07-2023 17:50:00,203.4074,
35.19,8459,C61B721D5ABA,1690642800,29-07-2023 18:00:00,167.7864,
35.13,6662,C61B721D5ABA,1690643400,29-07-2023 18:10:00,132.0261,
35,5036,C61B721D5ABA,1690644000,29-07-2023 18:20:00,99.6687,
34.88,3668,C61B721D5ABA,1690644600,29-07-2023 18:30:00,72.4455,
34.56,2418,C61B721D5ABA,1690645200,29-07-2023 18:40:00,47.5705,
34.44,1493,C61B721D5ABA,1690645800,29-07-2023 18:50:00,29.163,
34.25,775,C61B721D5ABA,1690646400,29-07-2023 19:00:00,14.8748,
34.06,308,C61B721D5ABA,1690647000,29-07-2023 19:10:00,5.5815,
34,75,C61B721D5ABA,1690647600,29-07-2023 19:20:00,0.9448,
33.75,9,C61B721D5ABA,1690648200,29-07-2023 19:30:00,-0.3686,
33.56,1,C61B721D5ABA,1690648800,29-07-2023 19:40:00,-0.5278,
33.44,0,C61B721D5ABA,1690649400,29-07-2023 19:50:00,-0.5477,
33.38,0,C61B721D5ABA,1690650000,29-07-2023 20:00:00,-0.5477,
33.31,0,C61B721D5ABA,1690650600,29-07-2023 20:10:00,-0.5477,
33.25,0,C61B721D5ABA,1690651200,29-07-2023 20:20:00,-0.5477,
33.25,0,C61B721D5ABA,1690651800,29-07-2023 20:30:00,-0.5477,
33.13,0,C61B721D5ABA,1690652400,29-07-2023 20:40:00,-0.5477,
33,0,C61B721D5ABA,1690653000,29-07-2023 20:50:00,-0.5477,
33,0,C61B721D5ABA,1690653600,29-07-2023 21:00:00,-0.5477,
33,0,C61B721D5ABA,1690654200,29-07-2023 21:10:00,-0.5477,
33,0,C61B721D5ABA,1690654800,29-07-2023 21:20:00,-0.5477,
33,0,C61B721D5ABA,1690655400,29-07-2023 21:30:00,-0.5477,
33,0,C61B721D5ABA,1690656000,29-07-2023 21:40:00,-0.5477,
32.94,0,C61B721D5ABA,1690656600,29-07-2023 21:50:00,-0.5477,
32.94,0,C61B721D5ABA,1690657200,29-07-2023 22:00:00,-0.5477,
32.94,0,C61B721D5ABA,1690657800,29-07-2023 22:10:00,-0.5477,
32.94,0,C61B721D5ABA,1690658400,29-07-2023 22:20:00,-0.5477,
32.94,0,C61B721D5ABA,1690659000,29-07-2023 22:30:00,-0.5477,
32.94,0,C61B721D5ABA,1690659600,29-07-2023 22:40:00,-0.5477,
33.06,0,C61B721D5ABA,1690660200,29-07-2023 22:50:00,-0.5477,
33,0,C61B721D5ABA,1690660800,29-07-2023 23:00:00,-0.5477,
33,0,C61B721D5ABA,1690661400,29-07-2023 23:10:00,-0.5477,
33,0,C61B721D5ABA,1690662000,29-07-2023 23:20:00,-0.5477,
33,0,C61B721D5ABA,1690662600,29-07-2023 23:30:00,-0.5477,
32.94,0,C61B721D5ABA,1690663200,29-07-2023 23:40:00,-0.5477,
32.94,0,C61B721D5ABA,1690663800,29-07-2023 23:50:00,-0.5477,
32.94,0,C61B721D5ABA,1690664400,30-07-2023 00:00:00,-0.5477,
33,0,C61B721D5ABA,1690665000,30-07-2023 00:10:00,-0.5477,
33.06,0,C61B721D5ABA,1690665600,30-07-2023 00:20:00,-0.5477,
33.06,0,C61B721D5ABA,1690666200,30-07-2023 00:30:00,-0.5477,
33,0,C61B721D5ABA,1690666800,30-07-2023 00:40:00,-0.5477,
33,0,C61B721D5ABA,1690667400,30-07-2023 00:50:00,-0.5477,
32.94,0,C61B721D5ABA,1690668000,30-07-2023 01:00:00,-0.5477,
32.94,0,C61B721D5ABA,1690668600,30-07-2023 01:10:00,-0.5477,
32.81,0,C61B721D5ABA,1690669200,30-07-2023 01:20:00,-0.5477,
32.63,0,C61B721D5ABA,1690669800,30-07-2023 01:30:00,-0.5477,
32.38,0,C61B721D5ABA,1690670400,30-07-2023 01:40:00,-0.5477,
32.19,0,C61B721D5ABA,1690671000,30-07-2023 01:50:00,-0.5477,
32.13,0,C61B721D5ABA,1690671600,30-07-2023 02:00:00,-0.5477,
31.69,0,C61B721D5ABA,1690672200,30-07-2023 02:10:00,-0.5477,
31.25,0,C61B721D5ABA,1690672800,30-07-2023 02:20:00,-0.5477,
31.06,0,C61B721D5ABA,1690673400,30-07-2023 02:30:00,-0.5477,
30.88,0,C61B721D5ABA,1690674000,30-07-2023 02:40:00,-0.5477,
30.69,0,C61B721D5ABA,1690674600,30-07-2023 02:50:00,-0.5477,
30.63,0,C61B721D5ABA,1690675200,30-07-2023 03:00:00,-0.5477,
30.56,0,C61B721D5ABA,1690675800,30-07-2023 03:10:00,-0.5477,
30.75,0,C61B721D5ABA,1690676400,30-07-2023 03:20:00,-0.5477,
30.88,0,C61B721D5ABA,1690677000,30-07-2023 03:30:00,-0.5477,
31.06,0,C61B721D5ABA,1690677600,30-07-2023 03:40:00,-0.5477,
31.25,0,C61B721D5ABA,1690678200,30-07-2023 03:50:00,-0.5477,
31.38,0,C61B721D5ABA,1690678800,30-07-2023 04:00:00,-0.5477,
31.5,0,C61B721D5ABA,1690679400,30-07-2023 04:10:00,-0.5477,
31.56,0,C61B721D5ABA,1690680000,30-07-2023 04:20:00,-0.5477,
31.63,0,C61B721D5ABA,1690680600,30-07-2023 04:30:00,-0.5477,
31.69,0,C61B721D5ABA,1690681200,30-07-2023 04:40:00,-0.5477,
31.75,0,C61B721D5ABA,1690681800,30-07-2023 04:50:00,-0.5477,
31.81,0,C61B721D5ABA,1690682400,30-07-2023 05:00:00,-0.5477,
31.81,0,C61B721D5ABA,1690683000,30-07-2023 05:10:00,-0.5477,
31.81,0,C61B721D5ABA,1690683600,30-07-2023 05:20:00,-0.5477,
31.81,0,C61B721D5ABA,1690684200,30-07-2023 05:30:00,-0.5477,
31.81,4,C61B721D5ABA,1690684800,30-07-2023 05:40:00,-0.4681,
31.81,47,C61B721D5ABA,1690685400,30-07-2023 05:50:00,0.3876,
31.81,222,C61B721D5ABA,1690686000,30-07-2023 06:00:00,3.8701,
31.81,598,C61B721D5ABA,1690686600,30-07-2023 06:10:00,11.3525,
31.81,1127,C61B721D5ABA,1690687200,30-07-2023 06:20:00,21.8796,
31.81,1874,C61B721D5ABA,1690687800,30-07-2023 06:30:00,36.7449,
31.81,2817,C61B721D5ABA,1690688400,30-07-2023 06:40:00,55.5106,
31.81,3793,C61B721D5ABA,1690689000,30-07-2023 06:50:00,74.933,
31.81,4963,C61B721D5ABA,1690689600,30-07-2023 07:00:00,98.216,
31.88,6224,C61B721D5ABA,1690690200,30-07-2023 07:10:00,123.3099,
31.94,7759,C61B721D5ABA,1690690800,30-07-2023 07:20:00,153.8564,
31.94,9273,C61B721D5ABA,1690691400,30-07-2023 07:30:00,183.985,
32,10811,C61B721D5ABA,1690692000,30-07-2023 07:40:00,214.5912,
32.06,12276,C61B721D5ABA,1690692600,30-07-2023 07:50:00,243.7447,
32.13,14074,C61B721D5ABA,1690693200,30-07-2023 08:00:00,279.5249,
32.25,16210,C61B721D5ABA,1690693800,30-07-2023 08:10:00,322.0313,
32.31,17703,C61B721D5ABA,1690694400,30-07-2023 08:20:00,351.742,
32.5,19163,C61B721D5ABA,1690695000,30-07-2023 08:30:00,380.796,
32.63,19811,C61B721D5ABA,1690695600,30-07-2023 08:40:00,393.6912,
32.75,20659,C61B721D5ABA,1690696200,30-07-2023 08:50:00,410.5664,
32.75,22700,C61B721D5ABA,1690696800,30-07-2023 09:00:00,451.1823,
32.88,25856,C61B721D5ABA,1690697400,30-07-2023 09:10:00,513.9867,
32.94,26679,C61B721D5ABA,1690698000,30-07-2023 09:20:00,530.3644,
33.13,27504,C61B721D5ABA,1690698600,30-07-2023 09:30:00,546.7819,
33.31,27338,C61B721D5ABA,1690699200,30-07-2023 09:40:00,543.4785,
33.63,26324,C61B721D5ABA,1690699800,30-07-2023 09:50:00,523.2999,
33.69,25932,C61B721D5ABA,1690700400,30-07-2023 10:00:00,515.4991,
33.81,25372,C61B721D5ABA,1690701000,30-07-2023 10:10:00,504.3551,
33.94,24084,C61B721D5ABA,1690701600,30-07-2023 10:20:00,478.7239,
34.06,22478,C61B721D5ABA,1690702200,30-07-2023 10:30:00,446.7645,
34.25,20623,C61B721D5ABA,1690702800,30-07-2023 10:40:00,409.85,
34.44,19500,C61B721D5ABA,1690703400,30-07-2023 10:50:00,387.5023,
34.5,18439,C61B721D5ABA,1690704000,30-07-2023 11:00:00,366.3884,
34.63,18874,C61B721D5ABA,1690704600,30-07-2023 11:10:00,375.0449,
34.63,20875,C61B721D5ABA,1690705200,30-07-2023 11:20:00,414.8648,
34.63,24646,C61B721D5ABA,1690705800,30-07-2023 11:30:00,489.9077,
34.69,30861,C61B721D5ABA,1690706400,30-07-2023 11:40:00,613.5862,
34.69,38642,C61B721D5ABA,1690707000,30-07-2023 11:50:00,768.4281,
34.69,46095,C61B721D5ABA,1690707600,30-07-2023 12:00:00,916.7428,
34.63,50225,C61B721D5ABA,1690708200,30-07-2023 12:10:00,998.9298,
34.63,51269,C61B721D5ABA,1690708800,30-07-2023 12:20:00,1019.7054,
34.69,51513,C61B721D5ABA,1690709400,30-07-2023 12:30:00,1024.561,
34.56,51795,C61B721D5ABA,1690710000,30-07-2023 12:40:00,1030.1728,
34.69,51838,C61B721D5ABA,1690710600,30-07-2023 12:50:00,1031.0285,
34.88,51740,C61B721D5ABA,1690711200,30-07-2023 13:00:00,1029.0783,
35,51453,C61B721D5ABA,1690711800,30-07-2023 13:10:00,1023.367,
35.19,51147,C61B721D5ABA,1690712400,30-07-2023 13:20:00,1017.2776,
35.19,50532,C61B721D5ABA,1690713000,30-07-2023 13:30:00,1005.0391,
35.31,49923,C61B721D5ABA,1690713600,30-07-2023 13:40:00,992.92,
35.25,48874,C61B721D5ABA,1690714200,30-07-2023 13:50:00,972.0449,
35.5,48383,C61B721D5ABA,1690714800,30-07-2023 14:00:00,962.274,
35.63,47204,C61B721D5ABA,1690715400,30-07-2023 14:10:00,938.8119,
35.81,46126,C61B721D5ABA,1690716000,30-07-2023 14:20:00,917.3597,
36.25,44968,C61B721D5ABA,1690716600,30-07-2023 14:30:00,894.3155,
36.56,43680,C61B721D5ABA,1690717200,30-07-2023 14:40:00,868.6843,
36.81,42733,C61B721D5ABA,1690717800,30-07-2023 14:50:00,849.839,
36.88,41491,C61B721D5ABA,1690718400,30-07-2023 15:00:00,825.1232,
36.5,39835,C61B721D5ABA,1690719000,30-07-2023 15:10:00,792.1688,
36.56,38311,C61B721D5ABA,1690719600,30-07-2023 15:20:00,761.8412,
36.5,36748,C61B721D5ABA,1690720200,30-07-2023 15:30:00,730.7375,
36.5,35020,C61B721D5ABA,1690720800,30-07-2023 15:40:00,696.3503,
36.5,33339,C61B721D5ABA,1690721400,30-07-2023 15:50:00,662.8984,
36.56,31357,C61B721D5ABA,1690722000,30-07-2023 16:00:00,623.4566,
36.56,29568,C61B721D5ABA,1690722600,30-07-2023 16:10:00,587.8555,
36.19,27751,C61B721D5ABA,1690723200,30-07-2023 16:20:00,551.6972,
35.88,25783,C61B721D5ABA,1690723800,30-07-2023 16:30:00,512.534,
35.63,23666,C61B721D5ABA,1690724400,30-07-2023 16:40:00,470.4057,
35.44,21706,C61B721D5ABA,1690725000,30-07-2023 16:50:00,431.4017,
35.25,19432,C61B721D5ABA,1690725600,30-07-2023 17:00:00,386.1491,
34.94,17556,C61B721D5ABA,1690726200,30-07-2023 17:10:00,348.8167,
34.69,15502,C61B721D5ABA,1690726800,30-07-2023 17:20:00,307.9421,
34.5,13470,C61B721D5ABA,1690727400,30-07-2023 17:30:00,267.5053,
34.44,11534,C61B721D5ABA,1690728000,30-07-2023 17:40:00,228.9789,
34.25,9572,C61B721D5ABA,1690728600,30-07-2023 17:50:00,189.9351,
34.13,7679,C61B721D5ABA,1690729200,30-07-2023 18:00:00,152.2644,
34,6007,C61B721D5ABA,1690729800,30-07-2023 18:10:00,118.9916,
33.81,4515,C61B721D5ABA,1690730400,30-07-2023 18:20:00,89.3008,
33.63,3167,C61B721D5ABA,1690731000,30-07-2023 18:30:00,62.4756,
33.56,2078,C61B721D5ABA,1690731600,30-07-2023 18:40:00,40.8045,
33.44,1263,C61B721D5ABA,1690732200,30-07-2023 18:50:00,24.586,
33.31,662,C61B721D5ABA,1690732800,30-07-2023 19:00:00,12.6261,
33.25,255,C61B721D5ABA,1690733400,30-07-2023 19:10:00,4.5268,
33.19,62,C61B721D5ABA,1690734000,30-07-2023 19:20:00,0.6861,
33.13,8,C61B721D5ABA,1690734600,30-07-2023 19:30:00,-0.3885,
33.06,0,C61B721D5ABA,1690735200,30-07-2023 19:40:00,-0.5477,
32.94,0,C61B721D5ABA,1690735800,30-07-2023 19:50:00,-0.5477,
32.88,0,C61B721D5ABA,1690736400,30-07-2023 20:00:00,-0.5477,
32.88,0,C61B721D5ABA,1690737000,30-07-2023 20:10:00,-0.5477,
32.81,0,C61B721D5ABA,1690737600,30-07-2023 20:20:00,-0.5477,
32.81,0,C61B721D5ABA,1690738200,30-07-2023 20:30:00,-0.5477,
32.81,0,C61B721D5ABA,1690738800,30-07-2023 20:40:00,-0.5477,
32.81,0,C61B721D5ABA,1690739400,30-07-2023 20:50:00,-0.5477,
32.75,0,C61B721D5ABA,1690740000,30-07-2023 21:00:00,-0.5477,
32.75,0,C61B721D5ABA,1690740600,30-07-2023 21:10:00,-0.5477,
32.75,0,C61B721D5ABA,1690741200,30-07-2023 21:20:00,-0.5477,
32.75,0,C61B721D5ABA,1690741800,30-07-2023 21:30:00,-0.5477,
32.75,0,C61B721D5ABA,1690742400,30-07-2023 21:40:00,-0.5477,
32.75,0,C61B721D5ABA,1690743000,30-07-2023 21:50:00,-0.5477,
32.75,0,C61B721D5ABA,1690743600,30-07-2023 22:00:00,-0.5477,
32.81,0,C61B721D5ABA,1690744200,30-07-2023 22:10:00,-0.5477,
32.94,0,C61B721D5ABA,1690744800,30-07-2023 22:20:00,-0.5477,
33,0,C61B721D5ABA,1690745400,30-07-2023 22:30:00,-0.5477,
32.94,0,C61B721D5ABA,1690746000,30-07-2023 22:40:00,-0.5477,
32.94,0,C61B721D5ABA,1690746600,30-07-2023 22:50:00,-0.5477,
32.94,0,C61B721D5ABA,1690747200,30-07-2023 23:00:00,-0.5477,
33.06,0,C61B721D5ABA,1690747800,30-07-2023 23:10:00,-0.5477,
33.31,0,C61B721D5ABA,1690748400,30-07-2023 23:20:00,-0.5477,
33.5,0,C61B721D5ABA,1690749000,30-07-2023 23:30:00,-0.5477,
33.56,0,C61B721D5ABA,1690749600,30-07-2023 23:40:00,-0.5477,
33.63,0,C61B721D5ABA,1690750200,30-07-2023 23:50:00,-0.5477,
33.5,0,C61B721D5ABA,1690750800,31-07-2023 00:00:00,-0.5477,
33.38,0,C61B721D5ABA,1690751400,31-07-2023 00:10:00,-0.5477,
33.19,0,C61B721D5ABA,1690752000,31-07-2023 00:20:00,-0.5477,
33.25,0,C61B721D5ABA,1690752600,31-07-2023 00:30:00,-0.5477,
33.31,0,C61B721D5ABA,1690753200,31-07-2023 00:40:00,-0.5477,
33.31,0,C61B721D5ABA,1690753800,31-07-2023 00:50:00,-0.5477,
33.31,0,C61B721D5ABA,1690754400,31-07-2023 01:00:00,-0.5477,
33.31,0,C61B721D5ABA,1690755000,31-07-2023 01:10:00,-0.5477,
33.25,0,C61B721D5ABA,1690755600,31-07-2023 01:20:00,-0.5477,
33.19,0,C61B721D5ABA,1690756200,31-07-2023 01:30:00,-0.5477,
33.06,0,C61B721D5ABA,1690756800,31-07-2023 01:40:00,-0.5477,
33.06,0,C61B721D5ABA,1690757400,31-07-2023 01:50:00,-0.5477,
33.06,0,C61B721D5ABA,1690758000,31-07-2023 02:00:00,-0.5477,
33.06,0,C61B721D5ABA,1690758600,31-07-2023 02:10:00,-0.5477,
33.06,0,C61B721D5ABA,1690759200,31-07-2023 02:20:00,-0.5477,
32.69,0,C61B721D5ABA,1690759800,31-07-2023 02:30:00,-0.5477,
32.25,0,C61B721D5ABA,1690760400,31-07-2023 02:40:00,-0.5477,
31.94,0,C61B721D5ABA,1690761000,31-07-2023 02:50:00,-0.5477,
31.63,0,C61B721D5ABA,1690761600,31-07-2023 03:00:00,-0.5477,
31.31,0,C61B721D5ABA,1690762200,31-07-2023 03:10:00,-0.5477,
30.88,0,C61B721D5ABA,1690762800,31-07-2023 03:20:00,-0.5477,
30.69,0,C61B721D5ABA,1690763400,31-07-2023 03:30:00,-0.5477,
30.63,0,C61B721D5ABA,1690764000,31-07-2023 03:40:00,-0.5477,
30.63,0,C61B721D5ABA,1690764600,31-07-2023 03:50:00,-0.5477,
30.75,0,C61B721D5ABA,1690765200,31-07-2023 04:00:00,-0.5477,
30.94,0,C61B721D5ABA,1690765800,31-07-2023 04:10:00,-0.5477,
31.19,0,C61B721D5ABA,1690766400,31-07-2023 04:20:00,-0.5477,
31.31,0,C61B721D5ABA,1690767000,31-07-2023 04:30:00,-0.5477,
31.44,0,C61B721D5ABA,1690767600,31-07-2023 04:40:00,-0.5477,
31.38,0,C61B721D5ABA,1690768200,31-07-2023 04:50:00,-0.5477,
31.44,0,C61B721D5ABA,1690768800,31-07-2023 05:00:00,-0.5477,
31.56,0,C61B721D5ABA,1690769400,31-07-2023 05:10:00,-0.5477,
31.63,0,C61B721D5ABA,1690770000,31-07-2023 05:20:00,-0.5477,
31.69,0,C61B721D5ABA,1690770600,31-07-2023 05:30:00,-0.5477,
31.81,3,C61B721D5ABA,1690771200,31-07-2023 05:40:00,-0.488,
32,46,C61B721D5ABA,1690771800,31-07-2023 05:50:00,0.3677,
32.19,210,C61B721D5ABA,1690772400,31-07-2023 06:00:00,3.6313,
32.25,555,C61B721D5ABA,1690773000,31-07-2023 06:10:00,10.4968,
32.19,1083,C61B721D5ABA,1690773600,31-07-2023 06:20:00,21.004,
32,1737,C61B721D5ABA,1690774200,31-07-2023 06:30:00,34.0186,
32,2538,C61B721D5ABA,1690774800,31-07-2023 06:40:00,49.9585,
32.06,3447,C61B721D5ABA,1690775400,31-07-2023 06:50:00,68.0476,
32.13,4447,C61B721D5ABA,1690776000,31-07-2023 07:00:00,87.9476,
32.13,5483,C61B721D5ABA,1690776600,31-07-2023 07:10:00,108.564,
32.25,6563,C61B721D5ABA,1690777200,31-07-2023 07:20:00,130.056,
32.31,7597,C61B721D5ABA,1690777800,31-07-2023 07:30:00,150.6326,
32.38,7671,C61B721D5ABA,1690778400,31-07-2023 07:40:00,152.1052,
