data2,data1,loggerUid,logDateTime,dateTime,PAR,hand cleaned
32.5,10943,C61B721D5ABA,1690779000,31-07-2023 07:50:00,217.218,
32.56,11053,C61B721D5ABA,1690779600,31-07-2023 08:00:00,219.407,
32.63,14017,C61B721D5ABA,1690780200,31-07-2023 08:10:00,278.3906,
32.75,15952,C61B721D5ABA,1690780800,31-07-2023 08:20:00,316.8971,
32.88,17363,C61B721D5ABA,1690781400,31-07-2023 08:30:00,344.976,
33,18688,C61B721D5ABA,1690782000,31-07-2023 08:40:00,371.3435,
33.13,20464,C61B721D5ABA,1690782600,31-07-2023 08:50:00,406.6859,
33.13,21620,C61B721D5ABA,1690783200,31-07-2023 09:00:00,429.6903,
33.13,23104,C61B721D5ABA,1690783800,31-07-2023 09:10:00,459.2219,
33.19,23738,C61B721D5ABA,1690784400,31-07-2023 09:20:00,471.8385,
33.31,24523,C61B721D5ABA,1690785000,31-07-2023 09:30:00,487.46,
33.38,24623,C61B721D5ABA,1690785600,31-07-2023 09:40:00,489.45,
33.5,24450,C61B721D5ABA,1690786200,31-07-2023 09:50:00,486.0073,
33.63,24003,C61B721D5ABA,1690786800,31-07-2023 10:00:00,477.112,
33.75,23626,C61B721D5ABA,1690787400,31-07-2023 10:10:00,469.6097,
33.88,23087,C61B721D5ABA,1690788000,31-07-2023 10:20:00,458.8836,
33.94,21754,C61B721D5ABA,1690788600,31-07-2023 10:30:00,432.3569,
34.13,20356,C61B721D5ABA,1690789200,31-07-2023 10:40:00,404.5367,
34.25,19421,C61B721D5ABA,1690789800,31-07-2023 10:50:00,385.9302,
34.5,18659,C61B721D5ABA,1690790400,31-07-2023 11:00:00,370.7664,
34.75,18979,C61B721D5ABA,1690791000,31-07-2023 11:10:00,377.1344,
34.94,20880,C61B721D5ABA,1690791600,31-07-2023 11:20:00,414.9643,
35.06,24596,C61B721D5ABA,1690792200,31-07-2023 11:30:00,488.9127,
35.19,30281,C61B721D5ABA,1690792800,31-07-2023 11:40:00,602.0442,
35.38,37648,C61B721D5ABA,1690793400,31-07-2023 11:50:00,748.6475,
35.56,44296,C61B721D5ABA,1690794000,31-07-2023 12:00:00,880.9427,
35.69,46853,C61B721D5ABA,1690794600,31-07-2023 12:10:00,931.827,
35.69,48421,C61B721D5ABA,1690795200,31-07-2023 12:20:00,963.0302,
35.63,49350,C61B721D5ABA,1690795800,31-07-2023 12:30:00,981.5173,
35.56,49710,C61B721D5ABA,1690796400,31-07-2023 12:40:00,988.6813,
35.44,50074,C61B721D5ABA,1690797000,31-07-2023 12:50:00,995.9249,
35.56,50189,C61B721D5ABA,1690797600,31-07-2023 13:00:00,998.2134,
35.81,49896,C61B721D5ABA,1690798200,31-07-2023 13:10:00,992.3827,
36.06,49699,C61B721D5ABA,1690798800,31-07-2023 13:20:00,988.4624,
35.94,49071,C61B721D5ABA,1690799400,31-07-2023 13:30:00,975.9652,
35.88,48738,C61B721D5ABA,1690800000,31-07-2023 13:40:00,969.3385,
35.81,47949,C61B721D5ABA,1690800600,31-07-2023 13:50:00,953.6374,
35.75,47016,C61B721D5ABA,1690801200,31-07-2023 14:00:00,935.0707,
35.44,45977,C61B721D5ABA,1690801800,31-07-2023 14:10:00,914.3946,
35.5,44822,C61B721D5ABA,1690802400,31-07-2023 14:20:00,891.4101,
35.69,43679,C61B721D5ABA,1690803000,31-07-2023 14:30:00,868.6644,
35.63,42493,C61B721D5ABA,1690803600,31-07-2023 14:40:00,845.063,
35.44,41144,C61B721D5ABA,1690804200,31-07-2023 14:50:00,818.2179,
35.44,39574,C61B721D5ABA,1690804800,31-07-2023 15:00:00,786.9749,
35.31,38361,C61B721D5ABA,1690805400,31-07-2023 15:10:00,762.8362,
35.38,36711,C61B721D5ABA,1690806000,31-07-2023 15:20:00,730.0012,
35.56,35151,C61B721D5ABA,1690806600,31-07-2023 15:30:00,698.9572,
35.63,33723,C61B721D5ABA,1690807200,31-07-2023 15:40:00,670.54,
35.81,32363,C61B721D5ABA,1690807800,31-07-2023 15:50:00,643.476,
35.56,30814,C61B721D5ABA,1690808400,31-07-2023 16:00:00,612.6509,
35.63,28687,C61B721D5ABA,1690809000,31-07-2023 16:10:00,570.3236,
35.56,27141,C61B721D5ABA,1690809600,31-07-2023 16:20:00,539.5582,
35.5,25410,C61B721D5ABA,1690810200,31-07-2023 16:30:00,505.1113,
35.31,23373,C61B721D5ABA,1690810800,31-07-2023 16:40:00,464.575,
35.13,21121,C61B721D5ABA,1690811400,31-07-2023 16:50:00,419.7602,
35.19,19280,C61B721D5ABA,1690812000,31-07-2023 17:00:00,383.1243,
35.19,17334,C61B721D5ABA,1690812600,31-07-2023 17:10:00,344.3989,
35.25,15447,C61B721D5ABA,1690813200,31-07-2023 17:20:00,306.8476,
35,13379,C61B721D5ABA,1690813800,31-07-2023 17:30:00,265.6944,
35.06,11485,C61B721D5ABA,1690814400,31-07-2023 17:40:00,228.0038,
35,9557,C61B721D5ABA,1690815000,31-07-2023 17:50:00,189.6366,
35,7807,C61B721D5ABA,1690815600,31-07-2023 18:00:00,154.8116,
35,6119,C61B721D5ABA,1690816200,31-07-2023 18:10:00,121.2204,
34.94,4627,C61B721D5ABA,1690816800,31-07-2023 18:20:00,91.5296,
34.81,3266,C61B721D5ABA,1690817400,31-07-2023 18:30:00,64.4457,
34.69,2158,C61B721D5ABA,1690818000,31-07-2023 18:40:00,42.3965,
34.63,1279,C61B721D5ABA,1690818600,31-07-2023 18:50:00,24.9044,
34.5,643,C61B721D5ABA,1690819200,31-07-2023 19:00:00,12.248,
34.44,244,C61B721D5ABA,1690819800,31-07-2023 19:10:00,4.3079,
34.31,57,C61B721D5ABA,1690820400,31-07-2023 19:20:00,0.5866,
34.13,6,C61B721D5ABA,1690821000,31-07-2023 19:30:00,-0.4283,
34,0,C61B721D5ABA,1690821600,31-07-2023 19:40:00,-0.5477,
33.81,0,C61B721D5ABA,1690822200,31-07-2023 19:50:00,-0.5477,
33.69,0,C61B721D5ABA,1690822800,31-07-2023 20:00:00,-0.5477,
33.63,0,C61B721D5ABA,1690823400,31-07-2023 20:10:00,-0.5477,
33.56,0,C61B721D5ABA,1690824000,31-07-2023 20:20:00,-0.5477,
33.5,0,C61B721D5ABA,1690824600,31-07-2023 20:30:00,-0.5477,
33.44,0,C61B721D5ABA,1690825200,31-07-2023 20:40:00,-0.5477,
33.38,0,C61B721D5ABA,1690825800,31-07-2023 20:50:00,-0.5477,
33.38,0,C61B721D5ABA,1690826400,31-07-2023 21:00:00,-0.5477,
33.31,0,C61B721D5ABA,1690827000,31-07-2023 21:10:00,-0.5477,
33.25,0,C61B721D5ABA,1690827600,31-07-2023 21:20:00,-0.5477,
33.25,0,C61B721D5ABA,1690828200,31-07-2023 21:30:00,-0.5477,
33.19,0,C61B721D5ABA,1690828800,31-07-2023 21:40:00,-0.5477,
33.25,0,C61B721D5ABA,1690829400,31-07-2023 21:50:00,-0.5477,
33.13,0,C61B721D5ABA,1690830000,31-07-2023 22:00:00,-0.5477,
33.13,0,C61B721D5ABA,1690830600,31-07-2023 22:10:00,-0.5477,
33.13,0,C61B721D5ABA,1690831200,31-07-2023 22:20:00,-0.5477,
33.06,0,C61B721D5ABA,1690831800,31-07-2023 22:30:00,-0.5477,
33,0,C61B721D5ABA,1690832400,31-07-2023 22:40:00,-0.5477,
33.06,0,C61B721D5ABA,1690833000,31-07-2023 22:50:00,-0.5477,
33.19,0,C61B721D5ABA,1690833600,31-07-2023 23:00:00,-0.5477,
33.31,0,C61B721D5ABA,1690834200,31-07-2023 23:10:00,-0.5477,
33.25,0,C61B721D5ABA,1690834800,31-07-2023 23:20:00,-0.5477,
33.19,0,C61B721D5ABA,1690835400,31-07-2023 23:30:00,-0.5477,
33.25,0,C61B721D5ABA,1690836000,31-07-2023 23:40:00,-0.5477,
33.25,0,C61B721D5ABA,1690836600,31-07-2023 23:50:00,-0.5477,
33.19,0,C61B721D5ABA,1690837200,1/8/2023 0:00,-0.5477,
33.19,0,C61B721D5ABA,1690837800,1/8/2023 0:10,-0.5477,
33.19,0,C61B721D5ABA,1690838400,1/8/2023 0:20,-0.5477,
33.19,0,C61B721D5ABA,1690839000,1/8/2023 0:30,-0.5477,
33.13,0,C61B721D5ABA,1690839600,1/8/2023 0:40,-0.5477,
33.13,0,C61B721D5ABA,1690840200,1/8/2023 0:50,-0.5477,
33.06,0,C61B721D5ABA,1690840800,1/8/2023 1:00,-0.5477,
33.06,0,C61B721D5ABA,1690841400,1/8/2023 1:10,-0.5477,
33,0,C61B721D5ABA,1690842000,1/8/2023 1:20,-0.5477,
33,0,C61B721D5ABA,1690842600,1/8/2023 1:30,-0.5477,
33,0,C61B721D5ABA,1690843200,1/8/2023 1:40,-0.5477,
33,0,C61B721D5ABA,1690843800,1/8/2023 1:50,-0.5477,
33,0,C61B721D5ABA,1690844400,1/8/2023 2:00,-0.5477,
33,0,C61B721D5ABA,1690845000,1/8/2023 2:10,-0.5477,
33,0,C61B721D5ABA,1690845600,1/8/2023 2:20,-0.5477,
33,0,C61B721D5ABA,1690846200,1/8/2023 2:30,-0.5477,
33,0,C61B721D5ABA,1690846800,1/8/2023 2:40,-0.5477,
33,0,C61B721D5ABA,1690847400,1/8/2023 2:50,-0.5477,
33,0,C61B721D5ABA,1690848000,1/8/2023 3:00,-0.5477,
33,0,C61B721D5ABA,1690848600,1/8/2023 3:10,-0.5477,
33,0,C61B721D5ABA,1690849200,1/8/2023 3:20,-0.5477,
32.69,0,C61B721D5ABA,1690849800,1/8/2023 3:30,-0.5477,
32.44,0,C61B721D5ABA,1690850400,1/8/2023 3:40,-0.5477,
32.38,0,C61B721D5ABA,1690851000,1/8/2023 3:50,-0.5477,
32.38,0,C61B721D5ABA,1690851600,1/8/2023 4:00,-0.5477,
32.31,0,C61B721D5ABA,1690852200,1/8/2023 4:10,-0.5477,
32,0,C61B721D5ABA,1690852800,1/8/2023 4:20,-0.5477,
31.75,0,C61B721D5ABA,1690853400,1/8/2023 4:30,-0.5477,
31.56,0,C61B721D5ABA,1690854000,1/8/2023 4:40,-0.5477,
31.5,0,C61B721D5ABA,1690854600,1/8/2023 4:50,-0.5477,
31.44,0,C61B721D5ABA,1690855200,1/8/2023 5:00,-0.5477,
31.44,0,C61B721D5ABA,1690855800,1/8/2023 5:10,-0.5477,
31.38,0,C61B721D5ABA,1690856400,1/8/2023 5:20,-0.5477,
31.31,0,C61B721D5ABA,1690857000,1/8/2023 5:30,-0.5477,
31.25,3,C61B721D5ABA,1690857600,1/8/2023 5:40,-0.488,
31.31,43,C61B721D5ABA,1690858200,1/8/2023 5:50,0.308,
31.38,201,C61B721D5ABA,1690858800,1/8/2023 6:00,3.4522,
31.5,531,C61B721D5ABA,1690859400,1/8/2023 6:10,10.0192,
31.75,1021,C61B721D5ABA,1690860000,1/8/2023 6:20,19.7702,
31.88,1663,C61B721D5ABA,1690860600,1/8/2023 6:30,32.546,
32,2440,C61B721D5ABA,1690861200,1/8/2023 6:40,48.0083,
32.19,3330,C61B721D5ABA,1690861800,1/8/2023 6:50,65.7193,
32.56,4377,C61B721D5ABA,1690862400,1/8/2023 7:00,86.5546,
32.81,5482,C61B721D5ABA,1690863000,1/8/2023 7:10,108.5441,
33.13,6715,C61B721D5ABA,1690863600,1/8/2023 7:20,133.0808,
33.19,8081,C61B721D5ABA,1690864200,1/8/2023 7:30,160.2642,
33.19,9356,C61B721D5ABA,1690864800,1/8/2023 7:40,185.6367,
33.19,10882,C61B721D5ABA,1690865400,1/8/2023 7:50,216.0041,
33.19,12259,C61B721D5ABA,1690866000,1/8/2023 8:00,243.4064,
33.25,13695,C61B721D5ABA,1690866600,1/8/2023 8:10,271.9828,
33.25,14856,C61B721D5ABA,1690867200,1/8/2023 8:20,295.0867,
33.25,16522,C61B721D5ABA,1690867800,1/8/2023 8:30,328.2401,
33.31,18393,C61B721D5ABA,1690868400,1/8/2023 8:40,365.473,
33.38,19748,C61B721D5ABA,1690869000,1/8/2023 8:50,392.4375,
33.38,20931,C61B721D5ABA,1690869600,1/8/2023 9:00,415.9792,
33.38,21820,C61B721D5ABA,1690870200,1/8/2023 9:10,433.6703,
33.38,22554,C61B721D5ABA,1690870800,1/8/2023 9:20,448.2769,
33.44,23020,C61B721D5ABA,1690871400,1/8/2023 9:30,457.5503,
33.44,23116,C61B721D5ABA,1690872000,1/8/2023 9:40,459.4607,
33.44,23028,C61B721D5ABA,1690872600,1/8/2023 9:50,457.7095,
33.5,23579,C61B721D5ABA,1690873200,1/8/2023 10:00,468.6744,
33.69,23400,C61B721D5ABA,1690873800,1/8/2023 10:10,465.1123,
33.81,22300,C61B721D5ABA,1690874400,1/8/2023 10:20,443.2223,
33.94,21096,C61B721D5ABA,1690875000,1/8/2023 10:30,419.2627,
34.13,19725,C61B721D5ABA,1690875600,1/8/2023 10:40,391.9798,
34.25,18768,C61B721D5ABA,1690876200,1/8/2023 10:50,372.9355,
34.38,18471,C61B721D5ABA,1690876800,1/8/2023 11:00,367.0252,
34.63,19693,C61B721D5ABA,1690877400,1/8/2023 11:10,391.343,
34.75,22784,C61B721D5ABA,1690878000,1/8/2023 11:20,452.8539,
34.88,27025,C61B721D5ABA,1690878600,1/8/2023 11:30,537.2498,
34.94,33314,C61B721D5ABA,1690879200,1/8/2023 11:40,662.4009,
35.13,42171,C61B721D5ABA,1690879800,1/8/2023 11:50,838.6552,
35.31,49732,C61B721D5ABA,1690880400,1/8/2023 12:00,989.1191,
35.44,53085,C61B721D5ABA,1690881000,1/8/2023 12:10,1055.8438,
35.63,54314,C61B721D5ABA,1690881600,1/8/2023 12:20,1080.3009,
35.75,54797,C61B721D5ABA,1690882200,1/8/2023 12:30,1089.9126,
35.81,55116,C61B721D5ABA,1690882800,1/8/2023 12:40,1096.2607,
35.75,55204,C61B721D5ABA,1690883400,1/8/2023 12:50,1098.0119,
35.63,55110,C61B721D5ABA,1690884000,1/8/2023 13:00,1096.1413,
35.5,54987,C61B721D5ABA,1690884600,1/8/2023 13:10,1093.6936,
35.5,54132,C61B721D5ABA,1690885200,1/8/2023 13:20,1076.6791,
35.69,53494,C61B721D5ABA,1690885800,1/8/2023 13:30,1063.9829,
35.75,52761,C61B721D5ABA,1690886400,1/8/2023 13:40,1049.3962,
35.88,51591,C61B721D5ABA,1690887000,1/8/2023 13:50,1026.1132,
35.94,50870,C61B721D5ABA,1690887600,1/8/2023 14:00,1011.7653,
36,50103,C61B721D5ABA,1690888200,1/8/2023 14:10,996.502,
36,48906,C61B721D5ABA,1690888800,1/8/2023 14:20,972.6817,
36,48247,C61B721D5ABA,1690889400,1/8/2023 14:30,959.5676,
36,47577,C61B721D5ABA,1690890000,1/8/2023 14:40,946.2346,
36.06,45922,C61B721D5ABA,1690890600,1/8/2023 14:50,913.3001,
36.13,44403,C61B721D5ABA,1690891200,1/8/2023 15:00,883.072,
36.06,42617,C61B721D5ABA,1690891800,1/8/2023 15:10,847.5306,
35.88,40899,C61B721D5ABA,1690892400,1/8/2023 15:20,813.3424,
35.75,39118,C61B721D5ABA,1690893000,1/8/2023 15:30,777.9005,
35.81,37002,C61B721D5ABA,1690893600,1/8/2023 15:40,735.7921,
35.94,35183,C61B721D5ABA,1690894200,1/8/2023 15:50,699.594,
36.06,32986,C61B721D5ABA,1690894800,1/8/2023 16:00,655.8737,
36.19,30993,C61B721D5ABA,1690895400,1/8/2023 16:10,616.213,
36.19,28761,C61B721D5ABA,1690896000,1/8/2023 16:20,571.7962,
35.75,26719,C61B721D5ABA,1690896600,1/8/2023 16:30,531.1604,
35.5,24479,C61B721D5ABA,1690897200,1/8/2023 16:40,486.5844,
35.38,22419,C61B721D5ABA,1690897800,1/8/2023 16:50,445.5904,
35.25,20288,C61B721D5ABA,1690898400,1/8/2023 17:00,403.1835,
35.19,18291,C61B721D5ABA,1690899000,1/8/2023 17:10,363.4432,
35.06,16143,C61B721D5ABA,1690899600,1/8/2023 17:20,320.698,
34.88,13911,C61B721D5ABA,1690900200,1/8/2023 17:30,276.2812,
34.69,11804,C61B721D5ABA,1690900800,1/8/2023 17:40,234.3519,
34.56,9719,C61B721D5ABA,1690901400,1/8/2023 17:50,192.8604,
34.44,7880,C61B721D5ABA,1690902000,1/8/2023 18:00,156.2643,
34.31,6034,C61B721D5ABA,1690902600,1/8/2023 18:10,119.5289,
34.19,4534,C61B721D5ABA,1690903200,1/8/2023 18:20,89.6789,
34.06,3303,C61B721D5ABA,1690903800,1/8/2023 18:30,65.182,
34,2254,C61B721D5ABA,1690904400,1/8/2023 18:40,44.3069,
33.94,1337,C61B721D5ABA,1690905000,1/8/2023 18:50,26.0586,
33.81,654,C61B721D5ABA,1690905600,1/8/2023 19:00,12.4669,
33.69,237,C61B721D5ABA,1690906200,1/8/2023 19:10,4.1686,
33.63,55,C61B721D5ABA,1690906800,1/8/2023 19:20,0.5468,
33.5,6,C61B721D5ABA,1690907400,1/8/2023 19:30,-0.4283,
33.44,0,C61B721D5ABA,1690908000,1/8/2023 19:40,-0.5477,
33.31,0,C61B721D5ABA,1690908600,1/8/2023 19:50,-0.5477,
33.19,0,C61B721D5ABA,1690909200,1/8/2023 20:00,-0.5477,
33.13,0,C61B721D5ABA,1690909800,1/8/2023 20:10,-0.5477,
33.06,0,C61B721D5ABA,1690910400,1/8/2023 20:20,-0.5477,
33,0,C61B721D5ABA,1690911000,1/8/2023 20:30,-0.5477,
33,0,C61B721D5ABA,1690911600,1/8/2023 20:40,-0.5477,
32.88,0,C61B721D5ABA,1690912200,1/8/2023 20:50,-0.5477,
32.88,0,C61B721D5ABA,1690912800,1/8/2023 21:00,-0.5477,
32.88,0,C61B721D5ABA,1690913400,1/8/2023 21:10,-0.5477,
32.81,0,C61B721D5ABA,1690914000,1/8/2023 21:20,-0.5477,
32.75,0,C61B721D5ABA,1690914600,1/8/2023 21:30,-0.5477,
32.75,0,C61B721D5ABA,1690915200,1/8/2023 21:40,-0.5477,
32.69,0,C61B721D5ABA,1690915800,1/8/2023 21:50,-0.5477,
32.75,0,C61B721D5ABA,1690916400,1/8/2023 22:00,-0.5477,
32.69,0,C61B721D5ABA,1690917000,1/8/2023 22:10,-0.5477,
32.63,0,C61B721D5ABA,1690917600,1/8/2023 22:20,-0.5477,
32.5,0,C61B721D5ABA,1690918200,1/8/2023 22:30,-0.5477,
32.44,0,C61B721D5ABA,1690918800,1/8/2023 22:40,-0.5477,
32.38,0,C61B721D5ABA,1690919400,1/8/2023 22:50,-0.5477,
32.31,0,C61B721D5ABA,1690920000,1/8/2023 23:00,-0.5477,
32.25,0,C61B721D5ABA,1690920600,1/8/2023 23:10,-0.5477,
32.19,0,C61B721D5ABA,1690921200,1/8/2023 23:20,-0.5477,
32.13,0,C61B721D5ABA,1690921800,1/8/2023 23:30,-0.5477,
32.19,0,C61B721D5ABA,1690922400,1/8/2023 23:40,-0.5477,
32.19,0,C61B721D5ABA,1690923000,1/8/2023 23:50,-0.5477,
32.19,0,C61B721D5ABA,1690923600,2/8/2023 0:00,-0.5477,
32.19,0,C61B721D5ABA,1690924200,2/8/2023 0:10,-0.5477,
32.19,0,C61B721D5ABA,1690924800,2/8/2023 0:20,-0.5477,
32.13,0,C61B721D5ABA,1690925400,2/8/2023 0:30,-0.5477,
32.13,0,C61B721D5ABA,1690926000,2/8/2023 0:40,-0.5477,
32.06,0,C61B721D5ABA,1690926600,2/8/2023 0:50,-0.5477,
32.06,0,C61B721D5ABA,1690927200,2/8/2023 1:00,-0.5477,
32.06,0,C61B721D5ABA,1690927800,2/8/2023 1:10,-0.5477,
32.06,0,C61B721D5ABA,1690928400,2/8/2023 1:20,-0.5477,
32.13,0,C61B721D5ABA,1690929000,2/8/2023 1:30,-0.5477,
32.13,0,C61B721D5ABA,1690929600,2/8/2023 1:40,-0.5477,
32.13,0,C61B721D5ABA,1690930200,2/8/2023 1:50,-0.5477,
32.19,0,C61B721D5ABA,1690930800,2/8/2023 2:00,-0.5477,
32.25,0,C61B721D5ABA,1690931400,2/8/2023 2:10,-0.5477,
32.38,0,C61B721D5ABA,1690932000,2/8/2023 2:20,-0.5477,
32.44,0,C61B721D5ABA,1690932600,2/8/2023 2:30,-0.5477,
32.06,0,C61B721D5ABA,1690933200,2/8/2023 2:40,-0.5477,
31.81,0,C61B721D5ABA,1690933800,2/8/2023 2:50,-0.5477,
31.69,0,C61B721D5ABA,1690934400,2/8/2023 3:00,-0.5477,
31.69,0,C61B721D5ABA,1690935000,2/8/2023 3:10,-0.5477,
31.81,0,C61B721D5ABA,1690935600,2/8/2023 3:20,-0.5477,
31.94,0,C61B721D5ABA,1690936200,2/8/2023 3:30,-0.5477,
32,0,C61B721D5ABA,1690936800,2/8/2023 3:40,-0.5477,
31.88,0,C61B721D5ABA,1690937400,2/8/2023 3:50,-0.5477,
31.69,0,C61B721D5ABA,1690938000,2/8/2023 4:00,-0.5477,
31.69,0,C61B721D5ABA,1690938600,2/8/2023 4:10,-0.5477,
31.69,0,C61B721D5ABA,1690939200,2/8/2023 4:20,-0.5477,
31.69,0,C61B721D5ABA,1690939800,2/8/2023 4:30,-0.5477,
31.81,0,C61B721D5ABA,1690940400,2/8/2023 4:40,-0.5477,
32.06,0,C61B721D5ABA,1690941000,2/8/2023 4:50,-0.5477,
32.31,0,C61B721D5ABA,1690941600,2/8/2023 5:00,-0.5477,
32.5,0,C61B721D5ABA,1690942200,2/8/2023 5:10,-0.5477,
32.5,0,C61B721D5ABA,1690942800,2/8/2023 5:20,-0.5477,
32.56,0,C61B721D5ABA,1690943400,2/8/2023 5:30,-0.5477,
32.81,3,C61B721D5ABA,1690944000,2/8/2023 5:40,-0.488,
33,41,C61B721D5ABA,1690944600,2/8/2023 5:50,0.2682,
33.19,203,C61B721D5ABA,1690945200,2/8/2023 6:00,3.492,
33.19,558,C61B721D5ABA,1690945800,2/8/2023 6:10,10.5565,
33.19,1098,C61B721D5ABA,1690946400,2/8/2023 6:20,21.3025,
33.19,1775,C61B721D5ABA,1690947000,2/8/2023 6:30,34.7748,
33.19,2586,C61B721D5ABA,1690947600,2/8/2023 6:40,50.9137,
33.19,3541,C61B721D5ABA,1690948200,2/8/2023 6:50,69.9182,
33.19,4611,C61B721D5ABA,1690948800,2/8/2023 7:00,91.2112,
33.19,5865,C61B721D5ABA,1690949400,2/8/2023 7:10,116.1658,
33.19,7169,C61B721D5ABA,1690950000,2/8/2023 7:20,142.1154,
33.19,8482,C61B721D5ABA,1690950600,2/8/2023 7:30,168.2441,
33.25,9966,C61B721D5ABA,1690951200,2/8/2023 7:40,197.7757,
33.25,11080,C61B721D5ABA,1690951800,2/8/2023 7:50,219.9443,
33.25,12505,C61B721D5ABA,1690952400,2/8/2023 8:00,248.3018,
33.31,14125,C61B721D5ABA,1690953000,2/8/2023 8:10,280.5398,
33.31,15538,C61B721D5ABA,1690953600,2/8/2023 8:20,308.6585,
33.38,17394,C61B721D5ABA,1690954200,2/8/2023 8:30,345.5929,
33.38,18932,C61B721D5ABA,1690954800,2/8/2023 8:40,376.1991,
33.44,19833,C61B721D5ABA,1690955400,2/8/2023 8:50,394.129,
33.5,21066,C61B721D5ABA,1690956000,2/8/2023 9:00,418.6657,
33.56,22354,C61B721D5ABA,1690956600,2/8/2023 9:10,444.2969,
33.63,23175,C61B721D5ABA,1690957200,2/8/2023 9:20,460.6348,
33.69,23514,C61B721D5ABA,1690957800,2/8/2023 9:30,467.3809,
33.69,23396,C61B721D5ABA,1690958400,2/8/2023 9:40,465.0327,
33.75,22836,C61B721D5ABA,1690959000,2/8/2023 9:50,453.8887,
33.75,22349,C61B721D5ABA,1690959600,2/8/2023 10:00,444.1974,
33.81,21595,C61B721D5ABA,1690960200,2/8/2023 10:10,429.1928,
33.81,20885,C61B721D5ABA,1690960800,2/8/2023 10:20,415.0638,
34,19715,C61B721D5ABA,1690961400,2/8/2023 10:30,391.7808,
34.19,18549,C61B721D5ABA,1690962000,2/8/2023 10:40,368.5774,
34.31,17713,C61B721D5ABA,1690962600,2/8/2023 10:50,351.941,
34.5,17662,C61B721D5ABA,1690963200,2/8/2023 11:00,350.9261,
34.63,20279,C61B721D5ABA,1690963800,2/8/2023 11:10,403.0044,
34.75,22361,C61B721D5ABA,1690964400,2/8/2023 11:20,444.4362,
34.88,25424,C61B721D5ABA,1690965000,2/8/2023 11:30,505.3899,
35,32169,C61B721D5ABA,1690965600,2/8/2023 11:40,639.6154,
35.19,40010,C61B721D5ABA,1690966200,2/8/2023 11:50,795.6513,
35.31,47362,C61B721D5ABA,1690966800,2/8/2023 12:00,941.9561,
35.44,50476,C61B721D5ABA,1690967400,2/8/2023 12:10,1003.9247,
35.63,51402,C61B721D5ABA,1690968000,2/8/2023 12:20,1022.3521,
35.69,51806,C61B721D5ABA,1690968600,2/8/2023 12:30,1030.3917,
35.75,52002,C61B721D5ABA,1690969200,2/8/2023 12:40,1034.2921,
35.75,52449,C61B721D5ABA,1690969800,2/8/2023 12:50,1043.1874,
35.81,52399,C61B721D5ABA,1690970400,2/8/2023 13:00,1042.1924,
35.88,52371,C61B721D5ABA,1690971000,2/8/2023 13:10,1041.6352,
36,52118,C61B721D5ABA,1690971600,2/8/2023 13:20,1036.6005,
36.06,51864,C61B721D5ABA,1690972200,2/8/2023 13:30,1031.5459,
36.19,50662,C61B721D5ABA,1690972800,2/8/2023 13:40,1007.6261,
36.31,50064,C61B721D5ABA,1690973400,2/8/2023 13:50,995.7259,
36.31,49265,C61B721D5ABA,1690974000,2/8/2023 14:00,979.8258,
36.25,48643,C61B721D5ABA,1690974600,2/8/2023 14:10,967.448,
36.19,47491,C61B721D5ABA,1690975200,2/8/2023 14:20,944.5232,
36.06,46176,C61B721D5ABA,1690975800,2/8/2023 14:30,918.3547,
36,45206,C61B721D5ABA,1690976400,2/8/2023 14:40,899.0517,
35.94,43893,C61B721D5ABA,1690977000,2/8/2023 14:50,872.923,
36,42278,C61B721D5ABA,1690977600,2/8/2023 15:00,840.7845,
36,40399,C61B721D5ABA,1690978200,2/8/2023 15:10,803.3924,
35.94,38976,C61B721D5ABA,1690978800,2/8/2023 15:20,775.0747,
35.88,37192,C61B721D5ABA,1690979400,2/8/2023 15:30,739.5731,
35.75,35574,C61B721D5ABA,1690980000,2/8/2023 15:40,707.3749,
35.63,33457,C61B721D5ABA,1690980600,2/8/2023 15:50,665.2466,
35.5,31688,C61B721D5ABA,1690981200,2/8/2023 16:00,630.0435,
35.44,28824,C61B721D5ABA,1690981800,2/8/2023 16:10,573.0499,
35.38,28485,C61B721D5ABA,1690982400,2/8/2023 16:20,566.3038,
35.31,26409,C61B721D5ABA,1690983000,2/8/2023 16:30,524.9914,
35.25,24597,C61B721D5ABA,1690983600,2/8/2023 16:40,488.9326,
35.19,22302,C61B721D5ABA,1690984200,2/8/2023 16:50,443.2621,
35.13,19899,C61B721D5ABA,1690984800,2/8/2023 17:00,395.4424,
35,17752,C61B721D5ABA,1690985400,2/8/2023 17:10,352.7171,
34.88,15504,C61B721D5ABA,1690986000,2/8/2023 17:20,307.9819,
34.69,13331,C61B721D5ABA,1690986600,2/8/2023 17:30,264.7392,
34.56,11271,C61B721D5ABA,1690987200,2/8/2023 17:40,223.7452,
34.44,9411,C61B721D5ABA,1690987800,2/8/2023 17:50,186.7312,
34.25,7646,C61B721D5ABA,1690988400,2/8/2023 18:00,151.6077,
34.13,5913,C61B721D5ABA,1690989000,2/8/2023 18:10,117.121,
33.94,4363,C61B721D5ABA,1690989600,2/8/2023 18:20,86.276,
33.88,3080,C61B721D5ABA,1690990200,2/8/2023 18:30,60.7443,
33.75,2030,C61B721D5ABA,1690990800,2/8/2023 18:40,39.8493,
33.63,1199,C61B721D5ABA,1690991400,2/8/2023 18:50,23.3124,
