MiniDOT Logger Concatenated Data File
Sensor:             7450-244206
Concatenation Date: 2022Dec14 14:11:43 AST

DO concentration compensated for salinity: 40.0 (ppt)
Saturation computed at elevation: 0.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,          Arabia Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1670482740,           2022-12-08 06:59:00,           2022-12-08 09:59:00,      3.510000,     28.364000,          8.486683,                   136.306640,      0.954000
                1670483640,           2022-12-08 07:14:00,           2022-12-08 10:14:00,      3.510000,     28.347000,          5.829491,                    93.603229,      0.952000
                1670484540,           2022-12-08 07:29:00,           2022-12-08 10:29:00,      3.510000,     28.373000,          5.832122,                    93.684676,      0.952000
                1670485440,           2022-12-08 07:44:00,           2022-12-08 10:44:00,      3.510000,     28.399000,          5.848363,                    93.984882,      0.952000
                1670486340,           2022-12-08 07:59:00,           2022-12-08 10:59:00,      3.510000,     28.356000,          5.932841,                    95.276503,      0.953000
                1670487240,           2022-12-08 08:14:00,           2022-12-08 11:14:00,      3.510000,     28.356000,          5.991280,                    96.214997,      0.953000
                1670488140,           2022-12-08 08:29:00,           2022-12-08 11:29:00,      3.510000,     28.339000,          5.909473,                    94.875264,      0.953000
                1670489040,           2022-12-08 08:44:00,           2022-12-08 11:44:00,      3.520000,     28.364000,          5.934513,                    95.315642,      0.953000
                1670489940,           2022-12-08 08:59:00,           2022-12-08 11:59:00,      3.520000,     28.356000,          5.920832,                    95.083661,      0.952000
                1670490840,           2022-12-08 09:14:00,           2022-12-08 12:14:00,      3.520000,     28.399000,          6.056518,                    97.329998,      0.953000
                1670491740,           2022-12-08 09:29:00,           2022-12-08 12:29:00,      3.520000,     28.407000,          5.988540,                    96.249954,      0.953000
                1670492640,           2022-12-08 09:44:00,           2022-12-08 12:44:00,      3.520000,     28.424000,          5.963073,                    95.866865,      0.953000
                1670493540,           2022-12-08 09:59:00,           2022-12-08 12:59:00,      3.520000,     28.484000,          5.987634,                    96.354643,      0.953000
                1670494440,           2022-12-08 10:14:00,           2022-12-08 13:14:00,      3.520000,     28.450000,          6.020154,                    96.825020,      0.953000
