MiniDOT Logger Concatenated Data File
Sensor:             7450-244206
Concatenation Date: 2023Aug09 10:54:42 AST

DO concentration compensated for salinity: 40.0 (ppt)
Saturation computed at elevation: 0.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,          Arabia Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1690187460,           2023-07-24 08:31:00,           2023-07-24 11:31:00,      3.510000,     22.477000,          6.631405,                    96.518977,      0.952000
                1690188060,           2023-07-24 08:41:00,           2023-07-24 11:41:00,      3.500000,     23.155000,          6.527834,                    96.134877,      0.951000
                1690188660,           2023-07-24 08:51:00,           2023-07-24 11:51:00,      3.510000,     24.387000,          6.401924,                    96.287969,      0.950000
                1690189260,           2023-07-24 09:01:00,           2023-07-24 12:01:00,      3.500000,     25.328000,          6.321648,                    96.599525,      0.951000
                1690189860,           2023-07-24 09:11:00,           2023-07-24 12:11:00,      3.500000,     26.197000,          6.233049,                    96.632767,      0.951000
                1690190460,           2023-07-24 09:21:00,           2023-07-24 12:21:00,      3.500000,     26.993000,          6.168917,                    96.899619,      0.951000
                1690191060,           2023-07-24 09:31:00,           2023-07-24 12:31:00,      3.500000,     27.784000,          6.091654,                    96.927072,      0.951000
                1690191660,           2023-07-24 09:41:00,           2023-07-24 12:41:00,      3.500000,     28.484000,          6.041281,                    97.217944,      0.952000
                1690192260,           2023-07-24 09:51:00,           2023-07-24 12:51:00,      3.500000,     29.075000,          5.995346,                    97.396440,      0.952000
                1690192860,           2023-07-24 10:01:00,           2023-07-24 13:01:00,      3.500000,     29.523000,          5.966453,                    97.620931,      0.952000
                1690193460,           2023-07-24 10:11:00,           2023-07-24 13:11:00,      3.500000,     29.136000,          6.019133,                    97.878110,      0.954000
                1690194060,           2023-07-24 10:21:00,           2023-07-24 13:21:00,      3.500000,     28.382000,          6.099594,                    97.995423,      0.955000
                1690194660,           2023-07-24 10:31:00,           2023-07-24 13:31:00,      3.500000,     27.503000,          6.188169,                    98.014469,      0.956000
                1690195260,           2023-07-24 10:41:00,           2023-07-24 13:41:00,      3.510000,     26.654000,          6.260677,                    97.795447,      0.956000
                1690195860,           2023-07-24 10:51:00,           2023-07-24 13:51:00,      3.510000,     25.876000,          6.327974,                    97.583766,      0.955000
                1690196460,           2023-07-24 11:01:00,           2023-07-24 14:01:00,      3.510000,     25.152000,          6.407482,                    97.622826,      0.956000
                1690197060,           2023-07-24 11:11:00,           2023-07-24 14:11:00,      3.510000,     24.513000,          6.465308,                    97.449032,      0.955000
                1690197660,           2023-07-24 11:21:00,           2023-07-24 14:21:00,      3.510000,     23.950000,          6.511815,                    97.215683,      0.955000
                1690198260,           2023-07-24 11:31:00,           2023-07-24 14:31:00,      3.510000,     23.414000,          6.569578,                    97.182078,      0.955000
                1690198860,           2023-07-24 11:41:00,           2023-07-24 14:41:00,      3.510000,     22.979000,          6.612422,                    97.085008,      0.955000
                1690199460,           2023-07-24 11:51:00,           2023-07-24 14:51:00,      3.520000,     22.586000,          6.642942,                    96.870529,      0.954000
                1690200060,           2023-07-24 12:01:00,           2023-07-24 15:01:00,      3.520000,     22.234000,          6.680192,                    96.817559,      0.954000
                1690200660,           2023-07-24 12:11:00,           2023-07-24 15:11:00,      3.510000,     21.933000,          6.706070,                    96.681306,      0.954000
                1690201260,           2023-07-24 12:21:00,           2023-07-24 15:21:00,      3.520000,     21.674000,          6.741890,                    96.755739,      0.954000
                1690201860,           2023-07-24 12:31:00,           2023-07-24 15:31:00,      3.520000,     21.415000,          6.764996,                    96.644145,      0.954000
                1690202460,           2023-07-24 12:41:00,           2023-07-24 15:41:00,      3.520000,     21.214000,          6.790332,                    96.661067,      0.954000
                1690203060,           2023-07-24 12:51:00,           2023-07-24 15:51:00,      3.510000,     21.022000,          6.805463,                    96.546323,      0.954000
                1690203660,           2023-07-24 13:01:00,           2023-07-24 16:01:00,      3.510000,     20.855000,          6.822456,                    96.499648,      0.954000
                1690204260,           2023-07-24 13:11:00,           2023-07-24 16:11:00,      3.520000,     20.712000,          6.833394,                    96.407686,      0.953000
                1690204860,           2023-07-24 13:21:00,           2023-07-24 16:21:00,      3.520000,     20.579000,          6.846024,                    96.356090,      0.953000
                1690205460,           2023-07-24 13:31:00,           2023-07-24 16:31:00,      3.520000,     20.453000,          6.861098,                    96.350171,      0.953000
                1690206060,           2023-07-24 13:41:00,           2023-07-24 16:41:00,      3.520000,     20.311000,          6.876757,                    96.323809,      0.953000
